Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Cover_Type
3190.0,68.0,21.0,366.0,30.0,5305.0,236.0,193.0,79.0,2685.0,2
2878.0,0.0,15.0,360.0,52.0,914.0,196.0,210.0,150.0,1224.0,2
3047.0,20.0,11.0,170.0,22.0,2790.0,212.0,217.0,140.0,1167.0,2
2698.0,72.0,5.0,0.0,0.0,932.0,226.0,230.0,138.0,1892.0,1
2688.0,90.0,6.0,417.0,41.0,931.0,229.0,231.0,136.0,1974.0,2
2940.0,313.0,8.0,0.0,0.0,1722.0,198.0,234.0,175.0,457.0,2
2745.0,67.0,14.0,362.0,15.0,1423.0,233.0,211.0,106.0,2349.0,2
2366.0,359.0,12.0,90.0,25.0,201.0,201.0,217.0,153.0,570.0,6
2839.0,23.0,5.0,30.0,1.0,2975.0,217.0,228.0,148.0,2984.0,2
3193.0,20.0,6.0,234.0,-1.0,732.0,216.0,227.0,148.0,1024.0,2
2823.0,97.0,19.0,335.0,68.0,1782.0,247.0,209.0,83.0,2727.0,2
3040.0,352.0,8.0,285.0,18.0,2864.0,206.0,226.0,158.0,1269.0,1
2784.0,10.0,7.0,108.0,6.0,2430.0,213.0,226.0,151.0,3777.0,2
2964.0,301.0,10.0,342.0,49.0,2934.0,193.0,236.0,183.0,1597.0,2
2689.0,25.0,17.0,108.0,23.0,1610.0,209.0,200.0,123.0,1266.0,2
2541.0,70.0,8.0,390.0,16.0,1092.0,229.0,225.0,129.0,4054.0,2
2834.0,55.0,11.0,95.0,10.0,811.0,227.0,216.0,121.0,2486.0,2
2647.0,335.0,16.0,150.0,30.0,1530.0,181.0,216.0,173.0,1379.0,2
2767.0,34.0,14.0,616.0,100.0,661.0,217.0,207.0,122.0,1205.0,2
2646.0,49.0,14.0,67.0,4.0,323.0,225.0,209.0,115.0,1342.0,2
2976.0,131.0,29.0,60.0,-17.0,2630.0,251.0,210.0,64.0,1518.0,1
3155.0,35.0,15.0,360.0,118.0,2190.0,217.0,206.0,121.0,1084.0,1
2969.0,190.0,14.0,485.0,83.0,1533.0,219.0,250.0,161.0,1758.0,2
3044.0,69.0,16.0,60.0,0.0,960.0,235.0,206.0,98.0,1533.0,1
3056.0,288.0,14.0,454.0,-64.0,1898.0,178.0,238.0,199.0,1914.0,2
3149.0,26.0,22.0,319.0,73.0,722.0,203.0,186.0,111.0,1671.0,2
2878.0,8.0,13.0,365.0,83.0,3157.0,204.0,213.0,145.0,1041.0,2
3174.0,208.0,21.0,418.0,139.0,3203.0,200.0,254.0,181.0,1053.0,1
3279.0,54.0,16.0,255.0,57.0,2881.0,228.0,204.0,105.0,2431.0,1
3371.0,69.0,3.0,537.0,49.0,1560.0,223.0,233.0,145.0,2506.0,7
3303.0,312.0,14.0,513.0,75.0,1890.0,183.0,229.0,187.0,895.0,1
2945.0,70.0,15.0,361.0,-22.0,4073.0,235.0,210.0,103.0,5779.0,2
2938.0,201.0,12.0,242.0,75.0,1703.0,215.0,250.0,169.0,2659.0,2
2092.0,284.0,17.0,295.0,84.0,402.0,170.0,238.0,207.0,212.0,3
2899.0,105.0,19.0,395.0,103.0,908.0,249.0,212.0,83.0,902.0,2
3005.0,205.0,29.0,300.0,179.0,2845.0,190.0,251.0,180.0,1112.0,2
2941.0,202.0,21.0,376.0,170.0,2994.0,205.0,253.0,175.0,1401.0,2
3338.0,179.0,19.0,402.0,76.0,4519.0,224.0,248.0,148.0,2707.0,1
3137.0,252.0,12.0,212.0,29.0,5632.0,193.0,248.0,193.0,3167.0,2
3380.0,265.0,23.0,180.0,70.0,3784.0,157.0,243.0,222.0,1022.0,1
3146.0,352.0,13.0,85.0,17.0,3123.0,196.0,217.0,158.0,2310.0,1
2585.0,120.0,5.0,270.0,15.0,2860.0,229.0,235.0,140.0,2704.0,1
2848.0,87.0,19.0,446.0,138.0,495.0,245.0,204.0,81.0,1567.0,2
3105.0,90.0,11.0,30.0,0.0,1850.0,237.0,222.0,114.0,400.0,1
2703.0,199.0,27.0,120.0,19.0,2522.0,199.0,251.0,171.0,1772.0,2
2979.0,79.0,8.0,42.0,-4.0,1448.0,231.0,225.0,126.0,1477.0,2
2553.0,54.0,13.0,60.0,0.0,216.0,227.0,212.0,116.0,1492.0,2
3007.0,294.0,11.0,285.0,30.0,4699.0,189.0,237.0,189.0,120.0,2
2791.0,333.0,14.0,30.0,10.0,3844.0,187.0,221.0,173.0,5461.0,2
2937.0,310.0,20.0,342.0,109.0,4906.0,162.0,222.0,198.0,390.0,2
2846.0,28.0,8.0,150.0,10.0,2731.0,217.0,223.0,141.0,2618.0,2
2848.0,204.0,30.0,120.0,5.0,2551.0,189.0,250.0,178.0,1531.0,2
2559.0,125.0,9.0,42.0,5.0,1756.0,236.0,234.0,128.0,1809.0,3
3083.0,73.0,21.0,446.0,105.0,4231.0,239.0,194.0,75.0,2447.0,2
3141.0,72.0,5.0,190.0,-2.0,4673.0,226.0,230.0,138.0,1948.0,1
3218.0,289.0,24.0,807.0,106.0,3596.0,147.0,230.0,219.0,2165.0,1
2771.0,99.0,9.0,120.0,12.0,2077.0,235.0,228.0,123.0,1024.0,2
2909.0,128.0,19.0,212.0,36.0,5292.0,248.0,225.0,97.0,4154.0,2
2867.0,16.0,15.0,474.0,72.0,3194.0,206.0,208.0,137.0,1302.0,2
2987.0,295.0,10.0,270.0,65.0,1557.0,192.0,237.0,185.0,1445.0,2
3292.0,59.0,19.0,175.0,7.0,4226.0,230.0,196.0,90.0,3588.0,1
2514.0,98.0,7.0,474.0,36.0,774.0,232.0,230.0,130.0,3750.0,2
2939.0,220.0,12.0,300.0,30.0,5793.0,206.0,251.0,181.0,5308.0,2
2495.0,182.0,32.0,218.0,91.0,1243.0,211.0,240.0,137.0,1087.0,3
3170.0,197.0,14.0,360.0,30.0,2274.0,215.0,251.0,167.0,811.0,1
3649.0,45.0,23.0,1074.0,237.0,2597.0,219.0,182.0,87.0,1298.0,1
2851.0,121.0,23.0,60.0,23.0,95.0,252.0,215.0,78.0,1301.0,1
2776.0,358.0,20.0,268.0,120.0,1531.0,185.0,199.0,148.0,1406.0,2
3185.0,328.0,13.0,67.0,26.0,5018.0,187.0,224.0,176.0,1172.0,1
2603.0,12.0,19.0,420.0,135.0,646.0,198.0,199.0,134.0,534.0,2
2908.0,300.0,13.0,210.0,52.0,2940.0,184.0,235.0,191.0,2330.0,2
2542.0,4.0,10.0,30.0,3.0,2103.0,207.0,220.0,151.0,2145.0,2
2525.0,66.0,6.0,180.0,42.0,218.0,226.0,228.0,137.0,430.0,2
3328.0,334.0,19.0,745.0,33.0,2259.0,174.0,212.0,175.0,949.0,1
2199.0,103.0,30.0,67.0,38.0,600.0,253.0,185.0,36.0,711.0,3
3253.0,331.0,7.0,878.0,81.0,1579.0,203.0,231.0,167.0,2620.0,2
3041.0,242.0,8.0,573.0,121.0,3060.0,205.0,247.0,180.0,865.0,2
2722.0,86.0,7.0,404.0,36.0,1310.0,230.0,229.0,132.0,2188.0,2
2794.0,82.0,8.0,85.0,4.0,2647.0,232.0,225.0,126.0,2274.0,2
3348.0,7.0,8.0,480.0,33.0,722.0,210.0,224.0,151.0,2073.0,7
2820.0,285.0,30.0,210.0,99.0,1138.0,125.0,224.0,232.0,1633.0,2
3347.0,196.0,11.0,362.0,68.0,3585.0,217.0,249.0,165.0,1559.0,1
2824.0,45.0,3.0,201.0,20.0,3379.0,220.0,232.0,149.0,6267.0,2
2906.0,3.0,10.0,469.0,36.0,4365.0,207.0,221.0,152.0,5569.0,1
3208.0,275.0,16.0,150.0,14.0,2967.0,176.0,242.0,205.0,997.0,1
3355.0,261.0,5.0,201.0,16.0,1082.0,209.0,242.0,172.0,2084.0,1
3296.0,32.0,17.0,60.0,6.0,3822.0,214.0,200.0,117.0,2120.0,7
2608.0,147.0,17.0,306.0,73.0,1518.0,240.0,236.0,119.0,2188.0,3
2883.0,326.0,10.0,124.0,26.0,2854.0,195.0,229.0,173.0,1939.0,1
3001.0,61.0,2.0,446.0,39.0,1549.0,221.0,234.0,149.0,2280.0,2
2702.0,20.0,22.0,301.0,33.0,1310.0,199.0,189.0,119.0,2691.0,2
2332.0,328.0,17.0,180.0,84.0,1061.0,177.0,218.0,179.0,1006.0,6
3151.0,101.0,8.0,524.0,73.0,350.0,235.0,229.0,126.0,1900.0,2
2511.0,36.0,14.0,297.0,66.0,350.0,218.0,208.0,123.0,1073.0,6
2835.0,58.0,13.0,268.0,89.0,1351.0,229.0,211.0,113.0,2695.0,2
2836.0,52.0,16.0,150.0,31.0,153.0,227.0,204.0,106.0,342.0,1
2554.0,339.0,16.0,153.0,8.0,1410.0,184.0,215.0,169.0,1455.0,5
3000.0,42.0,13.0,153.0,3.0,1653.0,222.0,211.0,122.0,1339.0,2
2602.0,87.0,13.0,420.0,63.0,1380.0,239.0,218.0,108.0,1745.0,2
3063.0,41.0,10.0,0.0,0.0,1945.0,222.0,217.0,130.0,1848.0,1
3112.0,13.0,4.0,134.0,15.0,1718.0,215.0,231.0,152.0,2252.0,2
2669.0,156.0,8.0,0.0,0.0,1770.0,230.0,241.0,144.0,1060.0,2
2517.0,248.0,22.0,108.0,47.0,834.0,168.0,250.0,215.0,1524.0,2
2380.0,110.0,10.0,124.0,6.0,537.0,238.0,229.0,120.0,842.0,3
3101.0,125.0,15.0,90.0,3.0,2017.0,244.0,228.0,110.0,2197.0,1
3144.0,108.0,13.0,400.0,98.0,351.0,242.0,224.0,109.0,1869.0,2
2912.0,83.0,17.0,120.0,15.0,2301.0,241.0,209.0,93.0,301.0,2
2762.0,117.0,25.0,216.0,29.0,2952.0,253.0,208.0,67.0,1324.0,2
3074.0,167.0,9.0,67.0,8.0,391.0,228.0,244.0,147.0,720.0,2
2678.0,231.0,20.0,42.0,12.0,1604.0,184.0,254.0,202.0,1296.0,1
2761.0,244.0,19.0,150.0,42.0,2408.0,179.0,251.0,207.0,108.0,2
2594.0,183.0,18.0,42.0,10.0,1639.0,222.0,249.0,153.0,2768.0,3
3047.0,180.0,1.0,430.0,7.0,3326.0,219.0,239.0,157.0,824.0,2
3119.0,7.0,10.0,60.0,6.0,3211.0,208.0,220.0,149.0,5082.0,1
3109.0,5.0,10.0,42.0,5.0,3853.0,208.0,221.0,150.0,242.0,1
3162.0,80.0,12.0,108.0,0.0,4150.0,236.0,219.0,113.0,3335.0,1
3105.0,7.0,15.0,655.0,7.0,1872.0,200.0,208.0,143.0,3290.0,1
3171.0,290.0,14.0,420.0,59.0,1364.0,179.0,237.0,198.0,2201.0,2
3094.0,113.0,12.0,255.0,64.0,2236.0,240.0,228.0,117.0,3511.0,1
3032.0,344.0,11.0,0.0,0.0,2529.0,198.0,223.0,164.0,912.0,1
3140.0,118.0,29.0,212.0,63.0,3777.0,254.0,199.0,50.0,2363.0,1
2874.0,293.0,15.0,853.0,194.0,2251.0,176.0,235.0,199.0,1672.0,5
3235.0,4.0,13.0,218.0,36.0,330.0,203.0,215.0,149.0,1329.0,1
3252.0,92.0,12.0,175.0,13.0,2618.0,239.0,221.0,110.0,1560.0,7
2939.0,68.0,16.0,108.0,15.0,4661.0,235.0,205.0,97.0,1968.0,5
2396.0,8.0,22.0,108.0,53.0,1008.0,188.0,189.0,132.0,731.0,6
2988.0,108.0,7.0,577.0,121.0,5633.0,232.0,232.0,133.0,4307.0,2
2794.0,62.0,6.0,0.0,0.0,973.0,225.0,228.0,138.0,2529.0,5
2625.0,14.0,9.0,255.0,78.0,228.0,212.0,222.0,147.0,1113.0,2
3271.0,134.0,17.0,750.0,155.0,2521.0,245.0,230.0,107.0,2489.0,1
3123.0,97.0,11.0,30.0,-2.0,3036.0,238.0,224.0,116.0,5349.0,1
3135.0,358.0,6.0,330.0,50.0,708.0,211.0,229.0,156.0,1048.0,1
2558.0,301.0,15.0,153.0,51.0,212.0,178.0,233.0,195.0,858.0,2
2944.0,32.0,3.0,30.0,-1.0,1120.0,219.0,232.0,150.0,1120.0,2
2855.0,96.0,22.0,446.0,102.0,1663.0,249.0,201.0,69.0,847.0,5
3154.0,272.0,19.0,120.0,37.0,85.0,168.0,242.0,212.0,480.0,1
3085.0,188.0,12.0,300.0,54.0,1895.0,221.0,249.0,160.0,190.0,1
2743.0,349.0,1.0,0.0,0.0,1761.0,216.0,236.0,157.0,2602.0,2
2676.0,47.0,17.0,309.0,24.0,939.0,224.0,201.0,106.0,1800.0,2
2917.0,188.0,16.0,424.0,86.0,2919.0,220.0,250.0,159.0,1992.0,2
2802.0,47.0,17.0,366.0,116.0,376.0,224.0,200.0,105.0,2525.0,2
3033.0,103.0,17.0,480.0,63.0,2630.0,246.0,216.0,92.0,2697.0,2
3022.0,18.0,5.0,443.0,46.0,5362.0,216.0,230.0,151.0,1260.0,2
3185.0,257.0,4.0,150.0,8.0,3331.0,209.0,242.0,171.0,1401.0,2
2804.0,210.0,22.0,240.0,-16.0,1598.0,197.0,254.0,184.0,990.0,2
3154.0,102.0,17.0,67.0,10.0,2608.0,246.0,215.0,91.0,2522.0,1
3180.0,57.0,13.0,540.0,120.0,1543.0,228.0,211.0,114.0,2278.0,1
2667.0,182.0,22.0,218.0,82.0,1842.0,221.0,248.0,149.0,2791.0,3
3045.0,165.0,15.0,277.0,24.0,1116.0,232.0,244.0,139.0,1224.0,2
2503.0,45.0,18.0,256.0,75.0,967.0,222.0,198.0,104.0,1159.0,3
2996.0,0.0,12.0,764.0,201.0,2940.0,202.0,217.0,152.0,983.0,2
2991.0,321.0,26.0,430.0,225.0,759.0,145.0,204.0,194.0,1290.0,1
3274.0,194.0,8.0,990.0,137.0,2215.0,219.0,247.0,162.0,2190.0,1
2982.0,114.0,14.0,67.0,0.0,1477.0,244.0,225.0,107.0,1471.0,1
3082.0,110.0,32.0,376.0,-22.0,755.0,254.0,186.0,33.0,1786.0,2
3077.0,337.0,7.0,42.0,4.0,1924.0,204.0,230.0,165.0,1926.0,2
3264.0,8.0,19.0,277.0,41.0,3191.0,194.0,198.0,138.0,3320.0,2
3177.0,336.0,8.0,190.0,2.0,684.0,202.0,229.0,166.0,1310.0,1
3255.0,131.0,22.0,300.0,98.0,4114.0,250.0,221.0,87.0,2930.0,1
2736.0,317.0,24.0,371.0,177.0,1091.0,150.0,211.0,197.0,750.0,6
3258.0,177.0,13.0,306.0,42.0,4344.0,226.0,247.0,151.0,2318.0,1
3329.0,187.0,20.0,750.0,59.0,4031.0,218.0,250.0,156.0,1661.0,2
2924.0,123.0,8.0,636.0,158.0,2467.0,234.0,234.0,132.0,560.0,1
2714.0,222.0,11.0,277.0,123.0,2658.0,206.0,251.0,180.0,1189.0,3
2316.0,152.0,10.0,0.0,0.0,564.0,233.0,240.0,138.0,671.0,4
3106.0,61.0,8.0,42.0,-1.0,5284.0,227.0,223.0,129.0,778.0,1
2955.0,203.0,14.0,0.0,0.0,5435.0,212.0,252.0,171.0,2714.0,1
2775.0,30.0,13.0,495.0,75.0,2081.0,216.0,212.0,130.0,2252.0,2
2883.0,4.0,4.0,474.0,28.0,2836.0,215.0,232.0,155.0,3577.0,1
2902.0,165.0,7.0,270.0,17.0,2495.0,227.0,243.0,149.0,2394.0,2
2526.0,146.0,14.0,124.0,23.0,888.0,239.0,237.0,124.0,1464.0,3
2922.0,63.0,3.0,85.0,-5.0,1301.0,222.0,233.0,146.0,3202.0,1
2974.0,305.0,29.0,499.0,105.0,3662.0,129.0,210.0,215.0,1075.0,2
3329.0,37.0,24.0,268.0,115.0,1822.0,211.0,179.0,92.0,2502.0,1
2250.0,291.0,32.0,90.0,68.0,1383.0,116.0,216.0,231.0,1048.0,3
2932.0,307.0,16.0,547.0,26.0,5636.0,174.0,229.0,194.0,2021.0,2
2013.0,94.0,18.0,108.0,53.0,150.0,246.0,209.0,85.0,335.0,3
3165.0,123.0,7.0,108.0,13.0,4565.0,231.0,235.0,137.0,2914.0,1
3211.0,34.0,20.0,150.0,32.0,4168.0,213.0,193.0,108.0,3196.0,1
3331.0,204.0,19.0,319.0,90.0,3426.0,205.0,254.0,176.0,466.0,1
3038.0,245.0,12.0,85.0,8.0,3092.0,194.0,249.0,192.0,900.0,1
2945.0,212.0,13.0,258.0,49.0,5153.0,208.0,252.0,177.0,1230.0,2
2967.0,246.0,8.0,108.0,-10.0,2678.0,203.0,247.0,182.0,350.0,2
2675.0,29.0,12.0,108.0,16.0,2058.0,216.0,214.0,133.0,1894.0,6
3084.0,149.0,20.0,295.0,76.0,730.0,241.0,235.0,114.0,1376.0,2
3347.0,178.0,6.0,90.0,16.0,3180.0,223.0,244.0,155.0,1917.0,1
2833.0,201.0,31.0,150.0,7.0,2532.0,190.0,249.0,173.0,1561.0,2
3195.0,24.0,3.0,120.0,4.0,5442.0,218.0,233.0,152.0,3048.0,2
2822.0,26.0,9.0,150.0,24.0,3140.0,216.0,220.0,140.0,323.0,2
3049.0,335.0,10.0,85.0,10.0,4111.0,198.0,227.0,168.0,2320.0,2
3067.0,0.0,7.0,510.0,92.0,5486.0,210.0,227.0,155.0,3660.0,1
2940.0,331.0,22.0,85.0,26.0,1542.0,163.0,207.0,180.0,1436.0,1
3133.0,318.0,14.0,162.0,0.0,2015.0,182.0,226.0,184.0,932.0,1
3258.0,45.0,2.0,0.0,0.0,6366.0,219.0,235.0,152.0,162.0,1
2461.0,275.0,28.0,247.0,18.0,360.0,135.0,234.0,232.0,1829.0,3
3078.0,106.0,12.0,30.0,-4.0,870.0,241.0,225.0,111.0,2049.0,1
2926.0,269.0,10.0,339.0,122.0,1742.0,194.0,244.0,189.0,1120.0,2
3346.0,322.0,15.0,90.0,13.0,2213.0,180.0,223.0,183.0,1554.0,1
2677.0,17.0,14.0,283.0,43.0,330.0,208.0,210.0,137.0,474.0,2
2921.0,96.0,14.0,330.0,111.0,330.0,241.0,219.0,105.0,700.0,2
2570.0,27.0,14.0,376.0,45.0,1074.0,213.0,208.0,128.0,1116.0,2
3157.0,9.0,7.0,228.0,22.0,2938.0,212.0,225.0,151.0,1045.0,2
3054.0,99.0,6.0,283.0,50.0,5311.0,230.0,232.0,136.0,4284.0,2
3396.0,195.0,11.0,560.0,196.0,2452.0,218.0,250.0,165.0,808.0,1
2948.0,205.0,18.0,175.0,61.0,540.0,206.0,254.0,177.0,1519.0,2
3266.0,165.0,14.0,30.0,6.0,4401.0,231.0,244.0,141.0,2252.0,1
3226.0,27.0,1.0,564.0,75.0,631.0,218.0,236.0,155.0,484.0,1
3185.0,299.0,6.0,450.0,92.0,2945.0,203.0,238.0,174.0,3461.0,1
3157.0,122.0,4.0,0.0,0.0,480.0,228.0,236.0,143.0,1445.0,1
3123.0,162.0,3.0,228.0,15.0,2037.0,222.0,240.0,153.0,2678.0,2
2493.0,75.0,12.0,42.0,6.0,459.0,234.0,217.0,113.0,1276.0,6
2748.0,7.0,4.0,361.0,23.0,1101.0,215.0,232.0,154.0,1865.0,2
3102.0,45.0,4.0,510.0,7.0,5312.0,221.0,231.0,146.0,1507.0,1
2771.0,107.0,14.0,242.0,57.0,418.0,243.0,222.0,105.0,391.0,5
3027.0,351.0,9.0,212.0,15.0,2442.0,205.0,226.0,159.0,1053.0,1
3016.0,353.0,6.0,0.0,0.0,3481.0,210.0,230.0,158.0,1908.0,2
2758.0,116.0,22.0,192.0,82.0,3275.0,252.0,212.0,76.0,6031.0,2
2892.0,14.0,26.0,162.0,48.0,2264.0,186.0,177.0,118.0,1849.0,1
2995.0,86.0,12.0,272.0,30.0,5189.0,237.0,221.0,113.0,5997.0,2
3266.0,48.0,26.0,283.0,96.0,4034.0,219.0,173.0,72.0,3212.0,1
3190.0,316.0,16.0,150.0,47.0,4763.0,176.0,225.0,188.0,1001.0,1
3515.0,111.0,24.0,805.0,230.0,2230.0,253.0,206.0,67.0,1507.0,1
2991.0,32.0,15.0,785.0,169.0,1406.0,216.0,207.0,124.0,2671.0,2
3350.0,256.0,12.0,85.0,18.0,2047.0,191.0,248.0,195.0,2097.0,1
3018.0,333.0,14.0,124.0,14.0,5292.0,187.0,221.0,173.0,4551.0,1
2840.0,90.0,5.0,120.0,3.0,3692.0,227.0,232.0,139.0,6289.0,2
2876.0,307.0,14.0,313.0,81.0,1800.0,181.0,231.0,190.0,1660.0,6
3090.0,76.0,9.0,30.0,7.0,2325.0,232.0,223.0,124.0,1269.0,1
3005.0,324.0,23.0,509.0,112.0,3306.0,157.0,210.0,189.0,1657.0,1
3302.0,47.0,8.0,443.0,79.0,4542.0,223.0,223.0,135.0,2016.0,1
3057.0,108.0,13.0,390.0,82.0,2949.0,241.0,225.0,111.0,6264.0,1
3224.0,225.0,1.0,342.0,11.0,6103.0,217.0,240.0,160.0,1054.0,1
3251.0,318.0,12.0,162.0,33.0,4245.0,187.0,229.0,181.0,1910.0,1
3127.0,259.0,14.0,108.0,26.0,297.0,187.0,247.0,199.0,2270.0,2
2772.0,142.0,19.0,0.0,0.0,731.0,244.0,232.0,108.0,886.0,2
2894.0,58.0,16.0,433.0,89.0,2704.0,230.0,205.0,103.0,3121.0,2
3319.0,26.0,12.0,516.0,76.0,1315.0,214.0,214.0,134.0,1795.0,1
3034.0,95.0,9.0,537.0,16.0,3726.0,234.0,227.0,124.0,4753.0,1
3091.0,111.0,8.0,95.0,-1.0,2131.0,234.0,231.0,129.0,3334.0,1
2550.0,194.0,8.0,150.0,3.0,2151.0,219.0,247.0,162.0,1995.0,3
2887.0,120.0,4.0,0.0,0.0,2300.0,226.0,236.0,145.0,2760.0,2
2279.0,344.0,35.0,283.0,154.0,1082.0,131.0,165.0,159.0,1209.0,3
3363.0,328.0,20.0,531.0,75.0,2460.0,169.0,213.0,182.0,1095.0,1
2703.0,186.0,9.0,150.0,25.0,2160.0,222.0,247.0,158.0,1744.0,2
2903.0,16.0,9.0,150.0,23.0,3245.0,212.0,222.0,146.0,4499.0,2
3264.0,4.0,9.0,162.0,31.0,1989.0,208.0,222.0,151.0,1357.0,2
3082.0,54.0,8.0,212.0,-2.0,1252.0,225.0,223.0,131.0,1500.0,2
3077.0,50.0,19.0,342.0,-91.0,953.0,225.0,196.0,97.0,874.0,1
2703.0,108.0,10.0,258.0,17.0,1187.0,238.0,228.0,120.0,2089.0,2
3139.0,23.0,12.0,342.0,19.0,2987.0,212.0,214.0,136.0,3000.0,2
2804.0,78.0,10.0,335.0,26.0,3126.0,234.0,221.0,118.0,6601.0,2
3257.0,14.0,12.0,192.0,13.0,4339.0,209.0,216.0,143.0,1602.0,1
3326.0,179.0,33.0,272.0,103.0,3969.0,213.0,237.0,130.0,2989.0,1
3008.0,2.0,12.0,60.0,13.0,1071.0,203.0,216.0,151.0,2357.0,1
2508.0,86.0,11.0,42.0,5.0,1426.0,236.0,221.0,115.0,1477.0,2
3091.0,128.0,6.0,60.0,0.0,1573.0,230.0,236.0,140.0,3211.0,1
2998.0,186.0,6.0,914.0,102.0,5881.0,221.0,245.0,158.0,5826.0,2
2908.0,72.0,11.0,218.0,44.0,3156.0,233.0,218.0,116.0,2458.0,2
2439.0,251.0,17.0,242.0,-10.0,997.0,181.0,250.0,205.0,60.0,6
2904.0,172.0,23.0,180.0,49.0,450.0,228.0,244.0,135.0,1022.0,5
3144.0,170.0,14.0,402.0,73.0,201.0,230.0,245.0,143.0,658.0,2
3070.0,177.0,13.0,127.0,16.0,5995.0,226.0,247.0,151.0,2306.0,2
2766.0,86.0,7.0,256.0,3.0,1542.0,231.0,228.0,130.0,1802.0,1
3132.0,49.0,17.0,698.0,137.0,2203.0,225.0,200.0,103.0,2684.0,1
2629.0,259.0,2.0,0.0,0.0,2296.0,213.0,240.0,165.0,2506.0,6
2958.0,48.0,7.0,30.0,4.0,3114.0,223.0,225.0,138.0,1132.0,1
3083.0,125.0,11.0,201.0,64.0,2190.0,239.0,232.0,122.0,3513.0,1
3149.0,73.0,12.0,256.0,43.0,3375.0,234.0,217.0,113.0,4858.0,2
2779.0,327.0,24.0,242.0,86.0,967.0,154.0,205.0,186.0,2300.0,2
2815.0,43.0,11.0,295.0,-9.0,1114.0,222.0,217.0,128.0,2496.0,2
3260.0,111.0,4.0,0.0,0.0,3677.0,227.0,235.0,143.0,3743.0,7
3175.0,186.0,19.0,404.0,85.0,5600.0,219.0,250.0,156.0,1421.0,1
2922.0,61.0,2.0,0.0,0.0,4537.0,221.0,234.0,149.0,4237.0,1
2967.0,165.0,16.0,60.0,22.0,1782.0,232.0,243.0,137.0,127.0,2
2736.0,152.0,9.0,162.0,7.0,1986.0,232.0,240.0,139.0,1209.0,2
3353.0,288.0,21.0,966.0,230.0,3961.0,157.0,233.0,214.0,2413.0,2
3104.0,28.0,16.0,350.0,87.0,1492.0,212.0,204.0,124.0,2856.0,1
3243.0,32.0,14.0,30.0,4.0,1650.0,216.0,210.0,126.0,865.0,7
2504.0,29.0,11.0,351.0,26.0,685.0,216.0,217.0,135.0,3677.0,5
2923.0,112.0,8.0,0.0,0.0,1226.0,235.0,231.0,128.0,3144.0,1
3214.0,346.0,2.0,0.0,0.0,335.0,215.0,235.0,158.0,960.0,2
2951.0,56.0,18.0,124.0,3.0,612.0,229.0,198.0,95.0,2490.0,2
3186.0,76.0,18.0,60.0,0.0,1044.0,239.0,205.0,90.0,797.0,1
2815.0,209.0,23.0,228.0,-13.0,1621.0,197.0,254.0,183.0,990.0,2
3020.0,324.0,13.0,120.0,9.0,2881.0,188.0,226.0,178.0,2324.0,1
3127.0,315.0,4.0,42.0,3.0,4784.0,209.0,236.0,166.0,2724.0,2
3086.0,14.0,8.0,42.0,2.0,3766.0,213.0,224.0,148.0,362.0,1
3096.0,277.0,14.0,659.0,180.0,3311.0,180.0,242.0,201.0,2106.0,1
3245.0,72.0,4.0,601.0,1.0,4403.0,224.0,232.0,144.0,2516.0,1
3128.0,298.0,17.0,384.0,86.0,3123.0,172.0,232.0,200.0,1381.0,1
3149.0,31.0,3.0,0.0,0.0,295.0,219.0,233.0,151.0,1593.0,1
3057.0,3.0,9.0,153.0,0.0,3260.0,208.0,223.0,152.0,1308.0,2
3418.0,79.0,17.0,524.0,133.0,2125.0,240.0,207.0,92.0,1500.0,1
2910.0,284.0,13.0,95.0,32.0,2560.0,184.0,240.0,196.0,713.0,1
2889.0,38.0,5.0,0.0,0.0,1269.0,220.0,228.0,144.0,1593.0,2
2788.0,27.0,10.0,170.0,9.0,1866.0,216.0,219.0,139.0,1499.0,2
3292.0,331.0,21.0,511.0,141.0,2932.0,167.0,209.0,180.0,600.0,1
3244.0,30.0,15.0,150.0,39.0,3511.0,214.0,206.0,124.0,2250.0,1
2954.0,106.0,19.0,270.0,9.0,540.0,249.0,213.0,84.0,2638.0,2
3260.0,328.0,14.0,283.0,23.0,4364.0,186.0,224.0,177.0,661.0,1
2995.0,59.0,11.0,85.0,23.0,2096.0,228.0,216.0,119.0,2630.0,1
2811.0,118.0,9.0,153.0,27.0,2954.0,237.0,232.0,126.0,2401.0,2
3037.0,187.0,11.0,738.0,-88.0,6056.0,221.0,248.0,159.0,3097.0,2
3096.0,187.0,6.0,424.0,65.0,437.0,221.0,244.0,158.0,1485.0,2
3019.0,67.0,12.0,134.0,14.0,4555.0,232.0,216.0,115.0,531.0,2
3277.0,110.0,22.0,612.0,116.0,1275.0,251.0,209.0,73.0,1736.0,1
3402.0,30.0,9.0,180.0,26.0,2800.0,218.0,220.0,137.0,2165.0,7
2991.0,319.0,4.0,541.0,72.0,4897.0,208.0,235.0,166.0,6161.0,2
3060.0,72.0,5.0,301.0,-36.0,693.0,225.0,231.0,141.0,1489.0,1
2346.0,147.0,16.0,234.0,117.0,953.0,239.0,237.0,123.0,745.0,3
