holiday,weather_main,temp,rain_1h,snow_1h,clouds_all,traffic_volume
None,Clear,294.92,0.0,0.0,1.0,2975.0
None,Clear,300.8,0.0,0.0,0.0,5862.0
None,Snow,268.96,0.0,0.0,75.0,4306.0
None,Rain,286.64,0.38,0.0,90.0,4853.0
None,Clouds,284.276,0.0,0.0,92.0,2857.0
None,Mist,275.09,0.0,0.0,90.0,4694.0
None,Clouds,292.85,0.0,0.0,75.0,576.0
None,Mist,284.58,0.0,0.0,90.0,5457.0
None,Clear,295.18,0.0,0.0,0.0,3055.0
None,Clouds,272.9,0.0,0.0,90.0,4655.0
None,Rain,290.14,0.0,0.0,75.0,4383.0
None,Clear,266.94,0.0,0.0,1.0,376.0
None,Clear,276.87,0.0,0.0,1.0,4775.0
None,Rain,258.17,0.25,0.0,64.0,1922.0
None,Clear,293.46,0.0,0.0,1.0,1191.0
None,Clear,252.53,0.0,0.0,1.0,274.0
None,Snow,274.15,0.0,0.0,90.0,5266.0
None,Clouds,257.96,0.0,0.0,64.0,305.0
None,Clear,287.08,0.0,0.0,0.0,862.0
None,Clear,294.22,0.0,0.0,1.0,5311.0
None,Clear,283.98,0.0,0.0,1.0,5031.0
None,Haze,262.17,0.0,0.0,40.0,4150.0
None,Rain,273.81,0.0,0.0,90.0,4607.0
None,Drizzle,293.25,0.25,0.0,75.0,5063.0
None,Clear,275.35,0.0,0.0,1.0,3711.0
None,Clouds,267.51,0.0,0.0,90.0,4549.0
None,Clouds,290.95,0.0,0.0,75.0,3096.0
None,Mist,269.09,0.0,0.0,90.0,4878.0
None,Clear,294.97,0.0,0.0,1.0,942.0
None,Clouds,273.42,0.0,0.0,90.0,7154.0
None,Clear,294.68,0.0,0.0,1.0,4734.0
None,Clouds,280.02,0.0,0.0,75.0,5731.0
None,Clear,296.71,0.0,0.0,1.0,3422.0
None,Clear,294.42,0.0,0.0,1.0,744.0
None,Mist,268.87,0.0,0.0,90.0,735.0
None,Clouds,274.67,0.0,0.0,75.0,4490.0
None,Rain,284.02,0.0,0.0,90.0,4564.0
None,Clear,262.34,0.0,0.0,1.0,1825.0
None,Clear,270.22,0.0,0.0,1.0,4173.0
None,Rain,286.74,0.0,0.0,75.0,5009.0
None,Haze,270.9,0.0,0.0,90.0,2834.0
None,Mist,276.05,0.0,0.0,90.0,3789.0
None,Clear,295.12,0.0,0.0,1.0,4523.0
None,Clear,268.28,0.0,0.0,1.0,2952.0
None,Rain,276.46,0.25,0.0,1.0,4917.0
None,Clouds,294.21,0.0,0.0,75.0,3544.0
None,Clear,287.27,0.0,0.0,1.0,428.0
None,Clear,278.01,0.0,0.0,1.0,4766.0
None,Haze,298.39,1.02,0.0,90.0,4494.0
None,Clouds,295.95,0.0,0.0,75.0,2902.0
None,Mist,289.6,4.04,0.0,90.0,1047.0
None,Clouds,271.23,0.0,0.0,90.0,339.0
None,Mist,264.93,0.0,0.0,1.0,6318.0
None,Clear,282.73,0.0,0.0,0.0,359.0
None,Clouds,280.9,0.0,0.0,90.0,684.0
None,Clear,289.36,0.0,0.0,1.0,380.0
None,Mist,276.51,0.0,0.0,90.0,5906.0
None,Clouds,259.95,0.0,0.0,75.0,4388.0
None,Clouds,262.01,0.0,0.0,75.0,4763.0
None,Clear,273.21,0.0,0.0,1.0,4354.0
None,Clouds,270.7,0.0,0.0,90.0,6037.0
None,Clear,290.225,0.0,0.0,0.0,5097.0
None,Clear,295.87,0.0,0.0,0.0,5193.0
None,Clear,295.65,0.0,0.0,0.0,2781.0
None,Haze,291.0,0.0,0.0,20.0,6198.0
None,Rain,284.35,0.0,0.0,90.0,4296.0
None,Clouds,283.54,0.0,0.0,40.0,5066.0
None,Drizzle,281.79,0.0,0.0,90.0,1776.0
None,Clouds,272.68,0.0,0.0,90.0,432.0
None,Clouds,293.56,0.0,0.0,75.0,4497.0
None,Mist,295.28,0.0,0.0,75.0,5288.0
None,Clear,293.82,0.0,0.0,5.0,2640.0
None,Clouds,273.27,0.0,0.0,40.0,2640.0
None,Clouds,285.83,0.0,0.0,75.0,1253.0
None,Mist,271.36,0.0,0.0,90.0,3893.0
None,Clear,295.66,0.0,0.0,1.0,1485.0
None,Mist,268.58,0.0,0.0,90.0,753.0
None,Clear,291.58,0.0,0.0,0.0,660.0
None,Clouds,292.58,0.0,0.0,90.0,4890.0
None,Clear,279.29,0.0,0.0,1.0,2802.0
None,Mist,273.02,0.0,0.0,90.0,815.0
None,Clouds,296.37,0.0,0.0,40.0,3167.0
None,Mist,280.97,0.0,0.0,87.0,436.0
None,Mist,293.39,0.0,0.0,40.0,6477.0
None,Drizzle,295.12,0.0,0.0,1.0,2004.0
None,Clouds,301.08,0.0,0.0,20.0,6597.0
None,Clear,290.36,0.0,0.0,0.0,1591.0
None,Clear,278.58,0.0,0.0,1.0,3298.0
None,Clear,288.53,0.0,0.0,1.0,752.0
None,Rain,275.22,0.0,0.0,90.0,887.0
None,Clear,298.1,0.0,0.0,1.0,2621.0
None,Clouds,282.69,0.0,0.0,40.0,5738.0
None,Rain,278.13,0.91,0.0,40.0,6347.0
None,Rain,287.35,0.51,0.0,44.0,812.0
None,Mist,285.29,0.0,0.0,90.0,6303.0
None,Clear,269.37,0.0,0.0,1.0,4272.0
None,Clear,278.26,0.0,0.0,1.0,360.0
None,Clouds,279.15,0.0,0.0,20.0,3451.0
None,Clear,280.22,0.0,0.0,1.0,2076.0
None,Haze,255.38,0.0,0.0,20.0,3892.0
None,Clouds,296.37,0.0,0.0,40.0,3541.0
None,Clouds,284.82,0.0,0.0,75.0,3083.0
None,Rain,284.65,0.0,0.0,90.0,337.0
None,Rain,283.68,0.0,0.0,90.0,2744.0
None,Clouds,302.1,0.0,0.0,48.0,5307.0
None,Snow,274.28,0.0,0.0,90.0,5608.0
None,Clear,291.38,0.0,0.0,1.0,2920.0
None,Clear,268.64,0.0,0.0,1.0,4869.0
None,Clear,298.48,0.0,0.0,1.0,3620.0
None,Mist,286.66,0.76,0.0,92.0,4769.0
None,Snow,269.65,0.0,0.0,75.0,3107.0
None,Fog,269.89,0.0,0.0,92.0,1822.0
None,Mist,282.61,0.0,0.0,40.0,583.0
None,Clear,276.37,0.0,0.0,1.0,2275.0
None,Drizzle,285.65,4.09,0.0,90.0,3925.0
None,Mist,271.65,0.0,0.0,1.0,474.0
None,Clouds,269.93,0.0,0.0,93.0,291.0
None,Snow,273.46,0.0,0.0,90.0,331.0
None,Rain,278.89,0.0,0.0,90.0,5719.0
None,Clear,288.13,0.0,0.0,1.0,1146.0
None,Rain,286.85,0.0,0.0,90.0,340.0
None,Clear,249.65,0.0,0.0,1.0,647.0
None,Mist,268.69,0.0,0.0,64.0,3734.0
None,Clouds,276.793,0.0,0.0,64.0,3281.0
None,Mist,275.17,0.0,0.0,90.0,3884.0
None,Clear,295.64,0.0,0.0,1.0,2784.0
None,Clouds,299.85,0.0,0.0,40.0,2776.0
None,Rain,299.59,0.25,0.0,75.0,3601.0
None,Clear,296.47,0.0,0.0,1.0,5710.0
None,Clouds,281.95,0.0,0.0,90.0,5159.0
None,Mist,271.58,0.0,0.0,40.0,4033.0
None,Clear,280.86,0.0,0.0,1.0,4922.0
None,Clear,294.43,0.0,0.0,8.0,5183.0
None,Clear,290.98,0.0,0.0,1.0,2264.0
None,Clear,285.71,0.0,0.0,1.0,5175.0
None,Clouds,263.75,0.0,0.0,75.0,769.0
None,Mist,275.42,0.0,0.0,90.0,4939.0
None,Rain,274.08,0.0,0.0,90.0,4872.0
None,Mist,273.21,0.0,0.0,90.0,2713.0
None,Clear,280.52,0.0,0.0,1.0,2963.0
None,Mist,276.28,0.0,0.0,90.0,4510.0
None,Clear,295.28,0.0,0.0,5.0,4978.0
None,Clouds,271.15,0.0,0.0,40.0,4556.0
None,Snow,266.11,0.0,0.0,90.0,4911.0
None,Clouds,297.36,0.0,0.0,75.0,5656.0
None,Clear,285.01,0.0,0.0,1.0,880.0
None,Clouds,265.71,0.0,0.0,64.0,6273.0
None,Mist,288.69,0.0,0.0,90.0,692.0
None,Clear,301.95,0.0,0.0,0.0,5131.0
None,Drizzle,282.35,0.0,0.0,100.0,4339.0
None,Clouds,273.31,0.0,0.0,20.0,2929.0
None,Clear,281.54,0.0,0.0,0.0,4187.0
None,Clear,278.88,0.0,0.0,1.0,377.0
None,Clear,272.34,0.0,0.0,1.0,3261.0
None,Clouds,274.5,0.0,0.0,40.0,5532.0
None,Clouds,282.248,0.0,0.0,76.0,4746.0
None,Clouds,302.12,0.0,0.0,40.0,5953.0
None,Clouds,270.15,0.0,0.0,75.0,266.0
None,Clouds,300.55,0.0,0.0,75.0,4830.0
None,Clear,292.21,0.0,0.0,1.0,4047.0
None,Snow,273.0,0.0,0.0,90.0,420.0
None,Rain,273.57,0.0,0.0,90.0,929.0
None,Clear,288.22,0.0,0.0,1.0,428.0
None,Fog,289.95,0.0,0.0,1.0,6306.0
None,Drizzle,274.94,0.0,0.0,90.0,1150.0
None,Clear,289.15,0.0,0.0,1.0,3361.0
None,Rain,293.5,0.3,0.0,1.0,255.0
None,Clouds,293.55,0.0,0.0,90.0,4632.0
None,Clouds,298.78,0.0,0.0,40.0,6113.0
None,Drizzle,275.15,0.0,0.0,90.0,274.0
None,Clouds,285.65,0.0,0.0,90.0,706.0
None,Drizzle,297.34,0.0,0.0,90.0,3518.0
None,Mist,289.23,0.0,0.0,75.0,1350.0
None,Clouds,275.42,0.0,0.0,75.0,950.0
None,Clear,284.92,0.0,0.0,1.0,1042.0
None,Clouds,276.36,0.0,0.0,90.0,4434.0
None,Clear,294.24,0.0,0.0,0.0,1689.0
None,Drizzle,292.04,0.0,0.0,90.0,727.0
None,Clear,262.61,0.0,0.0,1.0,267.0
None,Rain,292.82,0.0,0.0,40.0,369.0
None,Clear,291.72,0.0,0.0,1.0,4932.0
None,Rain,283.16,0.0,0.0,20.0,5476.0
None,Mist,272.65,0.0,0.0,90.0,3930.0
None,Clear,290.35,0.0,0.0,5.0,1728.0
None,Snow,270.45,0.0,0.0,90.0,6574.0
None,Mist,274.9,0.0,0.0,90.0,2599.0
None,Snow,256.18,0.0,0.0,64.0,364.0
None,Clouds,261.92,0.0,0.0,90.0,1537.0
None,Clouds,283.14,0.0,0.0,40.0,4184.0
None,Clouds,277.0,0.0,0.0,90.0,6649.0
None,Rain,291.02,8.89,0.0,40.0,626.0
None,Rain,275.15,0.0,0.0,90.0,309.0
None,Rain,288.48,0.0,0.0,90.0,3223.0
None,Clouds,272.81,0.0,0.0,90.0,1060.0
None,Clear,278.29,0.0,0.0,1.0,288.0
None,Snow,273.21,0.0,0.0,90.0,4755.0
None,Mist,293.66,0.0,0.0,40.0,602.0
None,Mist,296.09,0.0,0.0,75.0,1722.0
None,Clear,291.05,0.0,0.0,1.0,3154.0
None,Mist,290.97,1.52,0.0,90.0,301.0
None,Clouds,279.47,0.0,0.0,40.0,5714.0
None,Clouds,278.58,0.0,0.0,75.0,4670.0
None,Rain,295.209,0.0,0.0,92.0,2456.0
None,Clear,279.35,0.0,0.0,1.0,2030.0
None,Clear,287.22,0.0,0.0,1.0,5552.0
None,Rain,283.62,0.0,0.0,75.0,5673.0
None,Clear,289.14,0.0,0.0,1.0,436.0
None,Clear,271.15,0.0,0.0,1.0,721.0
None,Thunderstorm,292.57,0.0,0.0,90.0,3013.0
None,Clouds,274.09,0.0,0.0,90.0,6807.0
None,Mist,289.54,2.03,0.0,92.0,2996.0
None,Clouds,258.97,0.0,0.0,75.0,689.0
None,Clear,289.43,0.0,0.0,1.0,1842.0
None,Clear,282.87,0.0,0.0,0.0,810.0
None,Clouds,269.62,0.0,0.0,40.0,3826.0
None,Mist,280.0,0.0,0.0,90.0,971.0
None,Snow,266.92,0.0,0.0,90.0,5211.0
None,Rain,275.64,0.25,0.0,90.0,6421.0
None,Clear,262.15,0.0,0.0,1.0,3996.0
None,Rain,296.55,0.0,0.0,36.0,5948.0
None,Clouds,270.64,0.0,0.0,90.0,772.0
None,Clear,291.31,0.0,0.0,1.0,5690.0
None,Clouds,281.21,0.0,0.0,20.0,3515.0
None,Clouds,302.47,0.0,0.0,20.0,5555.0
None,Clouds,297.99,0.0,0.0,40.0,5864.0
None,Clear,290.04,0.0,0.0,1.0,389.0
None,Rain,290.6,0.6,0.0,36.0,686.0
None,Mist,283.08,0.0,0.0,90.0,351.0
None,Thunderstorm,296.15,0.0,0.0,90.0,4941.0
None,Clouds,296.53,0.0,0.0,75.0,6264.0
None,Rain,298.62,0.0,0.0,56.0,4835.0
None,Drizzle,292.93,0.0,0.0,90.0,5407.0
None,Clear,295.25,0.0,0.0,1.0,714.0
None,Clear,278.65,0.0,0.0,1.0,1409.0
None,Clouds,258.85,0.0,0.0,40.0,1996.0
None,Clear,251.13,0.0,0.0,1.0,5133.0
None,Clear,260.22,0.0,0.0,1.0,345.0
None,Clear,264.79,0.0,0.0,1.0,2214.0
None,Clouds,272.5,0.0,0.0,90.0,349.0
None,Clear,256.29,0.0,0.0,1.0,6630.0
None,Clear,260.0,0.0,0.0,5.0,4778.0
None,Clouds,266.86,0.0,0.0,90.0,5311.0
None,Clouds,284.88,0.0,0.0,75.0,4830.0
None,Mist,288.36,0.0,0.0,90.0,4982.0
None,Thunderstorm,297.55,0.0,0.0,90.0,4267.0
None,Mist,289.15,0.0,0.0,1.0,2229.0
None,Clouds,296.15,0.0,0.0,90.0,6807.0
None,Thunderstorm,297.86,0.43,0.0,75.0,1570.0
None,Thunderstorm,290.79,0.0,0.0,90.0,3047.0
None,Clouds,295.38,0.0,0.0,12.0,3097.0
None,Clouds,282.76,0.0,0.0,90.0,6527.0
None,Rain,267.72,0.25,0.0,90.0,3901.0
None,Mist,290.82,0.64,0.0,90.0,5406.0
None,Snow,274.72,0.0,0.0,90.0,1864.0
None,Clear,285.86,0.0,0.0,1.0,5140.0
None,Clear,263.47,0.0,0.0,0.0,264.0
None,Clear,269.71,0.0,0.0,0.0,2483.0
None,Clouds,295.41,0.0,0.0,20.0,1816.0
None,Clouds,296.77,0.0,0.0,40.0,4515.0
None,Clouds,301.68,0.0,0.0,40.0,4159.0
None,Mist,272.35,0.0,0.0,75.0,216.0
None,Mist,296.24,0.0,0.0,75.0,457.0
None,Clear,277.76,0.0,0.0,1.0,6049.0
None,Rain,283.29,0.0,0.0,90.0,4247.0
None,Clouds,298.58,0.0,0.0,75.0,5312.0
None,Snow,267.37,0.0,0.0,64.0,4535.0
None,Rain,294.84,0.0,0.0,90.0,365.0
None,Clouds,274.78,0.0,0.0,90.0,4662.0
None,Clear,260.53,0.0,0.0,1.0,5206.0
None,Clear,264.01,0.0,0.0,1.0,1908.0
None,Clear,297.79,0.0,0.0,0.0,3210.0
None,Clouds,282.15,0.0,0.0,75.0,3454.0
None,Thunderstorm,296.43,0.0,0.0,75.0,6778.0
None,Mist,262.31,0.0,0.0,90.0,789.0
None,Clouds,262.29,0.0,0.0,64.0,4343.0
None,Snow,274.82,0.0,0.0,90.0,5425.0
None,Clouds,266.65,0.0,0.0,40.0,3974.0
None,Clear,293.931,0.0,0.0,8.0,3471.0
None,Fog,286.79,0.0,0.0,90.0,6038.0
None,Clouds,271.48,0.0,0.0,90.0,5619.0
None,Clouds,279.28,0.0,0.0,90.0,3082.0
None,Clear,296.05,0.0,0.0,1.0,2269.0
None,Clear,252.77,0.0,0.0,1.0,294.0
None,Haze,261.79,0.0,0.0,90.0,4724.0
None,Clouds,296.15,0.0,0.0,40.0,3249.0
None,Clouds,264.0,0.0,0.0,75.0,5821.0
None,Rain,295.61,0.0,0.0,75.0,3551.0
None,Clear,249.3,0.0,0.0,5.0,4565.0
