age,job,marital,education,default,balance,housing,loan,contact,campaign,pdays,previous,poutcome,y
52,4,1,2,0,4358,0,0,1,7,-1,0,0,0
44,3,1,0,0,882,0,0,1,4,-1,0,0,0
36,2,1,1,0,352,1,0,0,2,-1,0,0,0
34,2,1,2,0,-28,1,0,0,1,-1,0,0,0
35,7,1,1,0,17,1,0,0,4,-1,0,0,0
58,9,1,1,0,1,0,0,0,1,64,2,0,0
30,4,1,2,0,1476,1,1,0,4,-1,0,0,0
34,0,1,2,0,221,1,0,0,4,-1,0,0,0
43,9,1,1,0,78,1,0,0,1,-1,0,0,0
54,4,1,2,0,11246,0,0,0,2,-1,0,0,0
50,0,1,1,0,231,1,0,0,2,-1,0,0,0
30,10,2,0,0,1,0,0,0,2,-1,0,0,0
34,7,1,1,0,-85,1,0,0,4,-1,0,0,0
33,0,0,1,0,212,1,0,0,1,-1,0,0,0
31,2,2,2,0,247,1,1,0,1,-1,0,0,0
82,5,1,0,0,243,0,0,0,1,180,2,2,1
35,1,1,1,0,2926,1,0,0,1,292,25,0,0
62,5,1,1,0,2917,0,0,0,2,182,2,0,0
33,4,1,1,0,94,1,0,0,1,-1,0,0,0
26,1,1,1,0,2770,1,0,0,1,-1,0,0,0
52,1,1,1,0,2338,1,0,0,1,-1,0,0,0
49,1,2,0,0,87,1,0,1,2,-1,0,0,0
31,7,1,1,0,525,1,1,0,1,-1,0,0,0
55,4,0,2,0,277,0,0,0,3,-1,0,0,0
44,9,1,1,0,363,0,1,0,2,-1,0,0,0
49,1,1,0,0,418,0,0,0,7,-1,0,0,0
53,4,1,1,0,2693,0,0,0,1,-1,0,0,0
32,4,2,2,0,7290,1,0,0,1,-1,0,0,1
32,9,2,1,0,1279,1,0,0,3,-1,0,0,1
37,0,1,1,0,1193,0,0,0,2,-1,0,0,0
31,1,1,2,0,-35,0,0,0,2,-1,0,0,1
37,1,1,1,0,105,1,0,0,2,-1,0,0,0
35,1,1,1,0,53,1,0,0,2,-1,0,0,0
34,0,1,1,0,1406,1,0,0,1,-1,0,0,1
34,9,1,1,0,0,1,0,0,1,91,2,1,0
31,7,0,1,0,1222,1,0,0,1,-1,0,0,0
30,4,2,2,0,2123,0,0,0,2,-1,0,0,0
36,4,1,2,0,254,0,0,0,2,-1,0,0,1
57,5,2,1,0,1640,0,1,0,4,-1,0,0,0
31,2,1,2,0,425,1,0,0,2,-1,0,0,0
53,4,2,0,0,208,1,0,0,9,-1,0,0,0
35,9,1,1,0,0,0,0,0,14,-1,0,0,0
51,1,1,1,0,2918,0,0,0,2,-1,0,0,0
27,0,2,1,0,6492,0,0,0,6,-1,0,0,0
57,1,1,0,0,0,0,0,0,2,-1,0,0,0
36,9,0,1,0,1941,0,1,0,4,-1,0,0,0
32,9,2,1,0,2341,1,0,0,1,-1,0,0,0
47,4,2,2,0,-295,0,1,0,2,-1,0,0,0
29,0,1,1,0,445,1,0,0,2,-1,0,0,0
46,4,1,2,0,618,1,0,0,3,-1,0,0,0
34,4,1,2,0,786,1,1,0,1,-1,0,0,0
57,0,0,1,0,0,0,0,0,2,-1,0,0,0
25,1,2,0,0,52,1,0,0,2,-1,0,0,1
31,4,1,2,0,22867,1,0,0,2,-1,0,0,0
40,4,2,1,0,10378,1,0,0,3,-1,0,0,0
43,1,1,1,0,678,1,1,0,3,-1,0,0,0
44,9,0,1,0,976,1,0,0,2,-1,0,0,0
58,1,1,0,0,66,1,0,0,4,-1,0,0,0
53,1,1,1,0,6258,1,0,1,5,-1,0,0,0
41,7,1,1,1,-1,0,1,0,4,-1,0,0,1
31,4,2,2,0,2085,1,0,0,2,93,4,0,0
57,5,1,1,0,485,0,0,0,2,187,2,0,0
29,1,1,1,0,47,1,1,0,1,-1,0,0,0
55,5,1,1,0,1467,0,1,0,2,-1,0,0,0
27,0,2,1,0,416,0,0,0,1,-1,0,0,0
42,1,1,1,0,-355,1,1,0,6,-1,0,0,0
49,1,1,1,0,1838,1,0,0,1,-1,0,0,0
44,6,1,2,0,134,0,0,0,4,-1,0,0,0
32,9,1,2,0,432,1,0,0,2,195,1,1,0
49,1,1,1,0,141,0,0,0,1,-1,0,0,0
23,9,2,1,0,1587,1,1,0,2,-1,0,0,0
51,4,0,2,0,0,0,0,0,2,-1,0,0,0
38,9,2,2,0,0,1,0,0,1,-1,0,0,0
28,1,1,1,0,948,1,0,0,1,-1,0,0,0
37,1,1,1,0,342,1,0,0,2,175,1,0,0
25,9,1,2,0,914,1,0,0,2,-1,0,0,0
26,1,2,1,0,384,1,0,0,1,364,2,1,0
59,5,0,0,0,40,0,0,0,1,-1,0,0,0
40,0,1,1,0,947,0,0,0,1,-1,0,0,0
55,0,1,0,0,319,0,0,0,3,-1,0,0,0
31,8,2,1,0,252,1,0,0,3,-1,0,0,0
43,0,2,1,0,56831,0,0,0,1,-1,0,0,0
55,9,0,2,0,56,0,0,0,6,-1,0,0,0
34,9,1,1,0,6324,1,0,0,4,-1,0,0,0
33,1,1,0,0,331,1,0,0,3,-1,0,0,0
39,0,2,1,0,2749,1,0,0,1,170,1,0,0
34,1,1,0,0,3986,1,0,0,2,-1,0,0,0
45,1,1,1,0,42,1,0,0,5,-1,0,0,0
46,3,2,2,0,3232,0,0,1,2,-1,0,0,0
35,2,1,2,0,7962,1,0,0,2,140,2,0,0
38,0,1,2,0,4399,1,0,0,2,-1,0,0,0
36,4,2,2,0,243,1,0,0,2,360,3,0,0
40,7,1,1,0,1688,0,0,0,1,-1,0,0,0
33,9,2,1,0,10600,0,0,0,1,267,2,0,0
28,6,2,1,0,131,1,0,0,14,-1,0,0,0
53,10,0,2,0,0,1,1,0,2,-1,0,0,0
28,1,2,0,0,1518,1,0,0,3,359,3,0,0
49,1,1,1,0,51,1,0,0,1,-1,0,0,0
33,0,1,1,0,1077,1,0,0,3,374,3,1,0
52,1,1,0,0,2396,1,0,0,7,-1,0,0,0
30,8,2,1,0,988,0,0,0,9,-1,0,0,0
52,7,1,1,0,2072,0,0,0,1,-1,0,0,0
27,4,2,2,0,438,1,0,0,5,-1,0,0,0
41,1,1,1,0,475,1,0,1,1,-1,0,0,0
30,4,2,2,0,6,1,0,0,2,-1,0,0,0
34,0,1,1,0,-33,1,1,0,1,-1,0,0,1
42,6,1,2,0,1385,0,0,0,19,-1,0,0,0
60,5,1,2,0,486,0,0,0,4,-1,0,0,0
36,9,1,1,0,474,1,0,0,1,-1,0,0,0
28,0,2,1,0,26,1,0,0,2,-1,0,0,0
46,9,1,2,0,675,1,0,0,1,-1,0,0,0
42,6,1,2,0,21861,0,0,0,2,-1,0,0,0
38,4,0,2,0,4335,1,0,0,7,179,1,0,0
25,1,2,1,0,373,1,0,0,2,-1,0,0,0
55,4,1,2,0,3848,1,0,0,2,-1,0,0,1
50,7,1,1,0,1688,0,0,1,2,-1,0,0,0
52,4,1,2,0,1392,0,0,0,2,205,3,0,0
30,1,1,1,0,1131,1,1,0,1,144,5,0,0
52,6,1,1,0,9,0,1,0,1,-1,0,0,0
49,7,1,1,0,271,1,1,0,2,330,2,1,0
34,7,1,1,0,4963,1,0,0,1,332,2,0,0
38,4,2,2,0,16957,1,0,0,2,-1,0,0,0
47,6,1,0,0,10697,0,0,0,2,-1,0,0,0
57,1,1,1,0,649,1,0,0,1,-1,0,0,0
39,10,1,1,0,270,1,0,0,1,-1,0,0,0
54,9,1,2,0,4582,1,0,0,1,-1,0,0,0
27,6,2,2,0,5214,1,0,0,1,-1,0,0,0
33,4,1,2,0,7,1,0,1,1,-1,0,0,0
33,7,2,1,0,459,1,0,0,1,266,2,0,0
58,9,1,0,1,-247,0,0,0,1,-1,0,0,0
34,4,1,2,0,303,1,0,0,1,195,2,0,0
67,5,1,1,0,2540,0,0,1,5,116,4,1,1
35,4,2,2,0,560,1,0,0,1,-1,0,0,0
60,4,1,2,0,73,0,0,1,2,-1,0,0,1
58,1,0,1,0,314,0,0,0,2,-1,0,0,0
41,9,2,2,0,15302,0,0,0,4,-1,0,0,0
47,1,1,1,0,473,1,0,0,2,176,2,1,0
33,1,2,1,0,514,1,0,0,1,-1,0,0,0
60,4,1,2,0,759,0,0,0,2,-1,0,0,0
43,1,1,1,0,24,1,0,0,2,-1,0,0,0
33,1,1,0,0,494,1,0,0,1,346,2,0,0
42,1,1,1,0,665,1,0,0,1,332,3,0,0
54,1,1,0,0,1849,0,0,0,4,-1,0,0,0
29,4,2,2,0,0,1,0,0,1,-1,0,0,0
37,7,1,1,1,-954,1,0,0,3,-1,0,0,0
57,4,1,2,0,0,1,1,0,2,-1,0,0,0
25,4,2,2,0,10,0,0,0,2,-1,0,0,0
57,4,1,2,0,1227,0,0,0,1,-1,0,0,1
34,9,1,2,0,2656,1,0,0,1,-1,0,0,0
37,3,2,1,0,-178,1,0,0,5,-1,0,0,0
43,7,0,1,0,-287,1,0,0,4,-1,0,0,0
36,1,1,0,0,2079,1,1,0,2,-1,0,0,0
58,5,1,1,0,919,1,1,0,2,346,2,0,0
39,9,2,1,0,1,0,0,0,2,-1,0,0,0
54,9,0,1,0,320,0,0,0,4,-1,0,0,0
54,9,2,1,0,2237,0,0,0,5,-1,0,0,0
44,0,1,1,0,345,1,0,1,8,-1,0,0,0
63,0,0,1,0,4680,0,0,0,2,-1,0,0,1
38,6,1,2,0,0,0,1,0,3,-1,0,0,0
53,4,1,2,0,6408,0,0,0,1,-1,0,0,0
44,4,0,2,0,2237,1,0,0,2,-1,0,0,0
56,1,1,0,0,186,1,0,0,4,-1,0,0,0
43,9,1,1,0,-705,1,0,0,6,-1,0,0,0
37,9,1,1,0,807,1,0,0,4,-1,0,0,0
49,1,2,0,1,-2604,1,0,0,1,-1,0,0,0
24,9,2,1,0,409,1,0,0,1,-1,0,0,1
35,9,1,2,0,3160,1,0,0,2,95,1,0,1
60,9,1,1,0,0,1,0,0,1,-1,0,0,0
28,7,2,2,0,128,0,0,0,1,414,1,0,1
34,4,2,2,0,1049,1,0,0,2,129,1,0,0
38,4,1,2,0,3724,1,0,0,10,-1,0,0,0
30,4,1,1,0,678,1,0,0,4,-1,0,0,0
39,7,1,1,0,104,1,0,0,6,-1,0,0,0
34,4,1,2,0,498,1,0,0,1,251,2,0,0
34,10,1,2,0,181,1,0,0,1,-1,0,0,0
40,0,1,1,0,451,1,1,0,1,-1,0,0,0
51,7,1,0,0,8806,1,0,0,1,-1,0,0,0
48,7,1,1,0,440,1,0,0,1,312,1,0,0
48,0,1,1,0,306,0,1,0,2,-1,0,0,0
43,0,1,1,0,-465,1,1,0,1,-1,0,0,0
34,9,1,1,0,134,0,0,0,4,-1,0,0,0
45,7,1,1,0,-839,1,0,0,1,-1,0,0,0
26,1,2,1,0,5829,0,0,0,2,-1,0,0,0
54,10,0,1,0,3721,1,0,0,1,-1,0,0,0
35,1,1,1,0,407,1,0,0,6,-1,0,0,0
38,0,0,1,0,930,1,0,0,1,-1,0,0,0
36,3,1,0,0,531,0,0,0,3,-1,0,0,0
27,8,2,1,0,671,1,0,0,2,-1,0,0,0
43,2,0,2,0,1756,0,0,0,1,-1,0,0,0
43,1,1,0,0,-111,1,0,0,7,-1,0,0,0
31,3,2,2,0,596,0,0,1,1,-1,0,0,0
30,1,2,1,0,327,1,0,1,2,-1,0,0,0
67,5,1,0,0,1430,0,0,1,3,-1,0,0,0
36,4,0,2,0,102,1,0,0,1,-1,0,0,0
41,7,1,1,0,230,1,0,0,3,-1,0,0,0
51,0,1,0,0,173,0,0,0,2,-1,0,0,0
31,4,2,2,0,112,1,0,0,2,271,1,0,0
35,1,1,0,0,0,1,1,0,2,271,2,1,0
27,1,2,0,0,-79,1,0,0,5,-1,0,0,0
36,6,1,1,0,1245,1,0,0,7,248,9,2,0
54,1,1,0,0,714,0,0,0,1,-1,0,0,0
47,0,1,1,0,533,0,1,0,1,-1,0,0,0
47,1,1,1,0,0,1,1,0,1,-1,0,0,0
31,4,2,2,0,2384,1,0,0,2,-1,0,0,0
26,8,2,1,0,4613,0,0,0,3,196,2,1,1
37,1,1,1,0,-100,1,0,0,2,349,2,0,0
34,9,1,2,0,100,0,0,0,2,-1,0,0,0
32,4,2,1,0,1473,0,0,0,7,-1,0,0,0
49,2,1,1,0,1160,1,0,0,1,-1,0,0,0
59,5,0,0,0,47,1,0,1,3,374,1,0,0
34,9,1,1,0,883,0,0,1,2,173,3,0,0
51,3,2,0,0,723,0,0,0,1,-1,0,0,0
34,9,1,1,0,-259,1,0,0,2,-1,0,0,0
32,9,2,2,0,1038,0,0,0,4,-1,0,0,0
44,1,1,0,0,1139,0,1,0,2,-1,0,0,0
45,9,1,1,0,886,1,0,0,1,-1,0,0,0
45,4,1,2,0,1847,0,0,0,5,-1,0,0,0
36,4,1,2,0,93,0,0,0,3,96,4,1,0
59,0,1,1,0,3735,0,0,0,3,91,6,2,1
39,9,0,1,0,530,1,1,0,1,-1,0,0,0
36,0,1,1,0,1479,0,0,0,2,-1,0,0,0
32,10,2,0,0,1429,0,0,0,4,-1,0,0,0
51,9,1,1,0,2682,0,0,0,1,-1,0,0,0
31,0,1,1,0,1098,1,0,0,2,-1,0,0,0
56,1,2,0,0,39,1,0,1,2,347,5,0,0
36,7,1,1,0,-182,1,1,0,6,304,11,1,0
40,10,0,1,0,991,1,0,0,2,-1,0,0,0
26,4,2,2,0,948,1,0,0,1,-1,0,0,0
31,7,2,1,1,-248,0,0,0,1,-1,0,0,0
40,1,1,1,0,925,1,1,0,8,-1,0,0,0
31,8,2,1,0,735,0,0,0,3,322,1,1,0
35,4,1,2,0,365,0,0,0,2,-1,0,0,0
28,7,1,1,0,72,0,1,0,4,-1,0,0,0
31,0,2,2,0,676,1,0,0,2,343,2,1,1
40,1,1,1,0,877,1,0,0,6,-1,0,0,0
41,0,1,1,0,3204,0,1,0,2,-1,0,0,0
27,2,1,1,0,345,1,1,0,1,289,4,0,0
42,4,1,2,0,27696,0,0,0,2,89,5,2,1
31,1,1,1,0,113,1,0,0,3,-1,0,0,0
43,0,2,1,0,2539,1,0,0,4,-1,0,0,0
60,9,1,1,0,2389,1,1,0,1,-1,0,0,0
53,9,1,1,0,287,0,0,1,5,-1,0,0,0
27,1,2,1,1,-3,1,0,0,5,-1,0,0,0
65,4,1,1,0,5251,0,0,1,5,-1,0,0,0
41,4,2,2,0,275,1,0,0,2,-1,0,0,0
58,4,0,2,0,0,0,0,1,7,-1,0,0,0
21,8,2,0,0,1596,0,0,0,1,93,2,0,0
56,7,0,1,0,141,1,0,0,2,370,2,0,0
34,2,0,2,0,338,1,0,0,2,-1,0,0,0
56,0,1,1,0,1694,0,0,0,10,-1,0,0,1
60,6,1,2,0,10861,0,0,0,1,91,2,0,1
43,4,2,1,0,2968,0,0,0,4,-1,0,0,0
35,9,0,1,0,0,1,0,0,6,-1,0,0,0
36,1,0,1,0,625,1,0,0,2,-1,0,0,0
44,9,2,1,0,7138,0,0,0,2,-1,0,0,1
47,1,1,0,0,292,0,1,1,3,-1,0,0,0
30,4,2,2,0,17,0,0,0,6,-1,0,0,0
41,6,1,0,0,340,0,0,0,3,-1,0,0,0
27,1,2,1,0,179,1,0,0,2,-1,0,0,0
35,4,1,2,0,552,1,1,0,2,124,1,0,0
39,9,1,1,0,603,0,1,0,1,-1,0,0,1
42,10,1,1,0,135,1,0,0,6,-1,0,0,0
56,1,2,1,0,6483,1,0,0,2,-1,0,0,0
52,9,1,1,0,337,1,0,0,1,261,4,0,0
34,1,1,1,0,1897,1,1,0,1,-1,0,0,0
34,10,2,2,0,1974,0,0,0,1,342,3,2,1
28,4,2,2,0,5549,0,0,0,6,-1,0,0,0
33,4,1,2,0,0,0,0,0,2,-1,0,0,0
36,1,1,2,0,-534,1,0,0,1,-1,0,0,0
51,3,1,2,0,3122,1,0,0,2,-1,0,0,0
33,1,1,1,0,-271,1,1,0,2,-1,0,0,0
31,4,1,2,0,3897,1,0,0,3,-1,0,0,0
40,2,1,2,0,1024,0,0,0,1,-1,0,0,0
58,9,1,1,0,4299,1,0,0,3,-1,0,0,0
49,4,1,2,0,271,1,0,0,6,-1,0,0,0
39,9,1,2,0,602,1,0,0,7,-1,0,0,0
42,1,1,1,0,179,1,0,0,1,-1,0,0,0
39,1,1,1,0,462,1,0,0,1,-1,0,0,1
36,0,0,1,0,356,1,0,0,3,313,1,0,0
43,7,1,1,0,861,1,0,0,1,-1,0,0,0
44,4,1,2,0,724,1,0,0,2,172,1,0,0
37,7,1,1,0,4017,0,0,0,1,-1,0,0,1
30,9,2,1,0,1626,0,0,0,3,-1,0,0,0
33,1,1,1,0,249,1,0,0,4,-1,0,0,0
35,7,0,1,0,221,1,0,0,1,360,1,0,0
42,0,2,1,0,684,0,0,0,1,186,1,2,0
33,9,0,1,1,10,1,1,0,5,-1,0,0,0
50,2,1,2,0,433,1,0,0,4,-1,0,0,0
44,4,0,2,0,0,1,1,0,2,167,1,0,0
43,1,1,1,0,3549,1,0,0,5,-1,0,0,0
28,4,2,2,0,390,0,0,0,1,232,4,2,1
29,1,2,0,0,161,0,1,0,1,-1,0,0,0
52,1,1,0,0,1705,0,0,0,3,-1,0,0,0
38,3,1,0,0,196,0,0,0,1,-1,0,0,1
40,4,1,2,0,0,1,0,0,2,-1,0,0,1
39,7,2,1,0,322,1,0,0,1,350,1,0,0
43,9,2,2,0,275,1,0,1,2,360,1,1,0
32,0,1,1,0,305,1,0,0,3,-1,0,0,0
27,0,2,1,0,861,0,0,0,4,-1,0,0,1
32,2,2,2,0,-34,1,0,0,1,-1,0,0,1
59,10,0,1,0,7469,0,0,0,1,-1,0,0,0
25,8,2,1,0,277,0,0,0,2,-1,0,0,1
25,2,2,2,0,16874,1,1,0,2,-1,0,0,0
26,7,2,1,0,38,0,0,1,3,-1,0,0,0
42,4,2,2,1,0,1,0,0,1,-1,0,0,1
28,0,2,2,0,1104,1,0,0,7,-1,0,0,0
28,1,2,2,0,1372,0,0,0,4,298,1,0,0
55,4,0,2,0,2383,0,0,0,2,63,2,2,1
47,9,1,2,0,545,1,0,0,3,-1,0,0,0
33,1,1,1,0,1924,1,1,0,1,-1,0,0,0
30,7,2,1,0,-838,1,0,0,2,-1,0,0,0
43,4,1,2,0,839,0,0,0,1,-1,0,0,1
45,4,1,2,0,1300,0,0,0,3,-1,0,0,0
32,9,2,2,0,259,0,0,0,4,-1,0,0,0
38,9,2,1,0,1211,1,0,0,1,358,1,2,0
57,6,1,1,0,35,0,1,0,3,-1,0,0,0
32,9,1,2,0,2976,1,0,0,1,175,5,0,1
31,1,1,1,0,10287,1,0,0,1,-1,0,0,0
49,7,1,1,0,47,0,0,0,2,-1,0,0,0
52,7,0,0,0,-644,0,0,0,3,-1,0,0,0
29,9,2,1,0,28,0,0,0,2,-1,0,0,0
41,9,1,1,0,188,0,1,1,25,-1,0,0,0
28,10,2,2,0,1010,1,0,0,1,336,2,0,0
57,2,1,2,0,1114,0,0,0,2,-1,0,0,0
47,4,1,1,0,2892,0,0,0,1,-1,0,0,1
39,1,1,1,0,0,1,0,0,3,176,2,0,0
41,1,1,0,0,1905,1,0,0,4,-1,0,0,0
29,0,2,1,0,265,1,0,0,1,184,1,0,1
40,6,1,2,0,191,1,0,0,5,-1,0,0,0
32,4,0,1,0,-107,1,0,0,2,-1,0,0,0
60,4,1,0,0,252,1,1,0,2,147,3,0,0
45,1,0,0,0,0,1,0,0,2,-1,0,0,0
36,1,1,0,0,578,1,0,0,2,-1,0,0,0
56,6,1,1,0,123,0,0,0,1,-1,0,0,0
42,0,2,1,0,470,1,0,1,4,-1,0,0,0
34,1,1,1,0,298,1,0,0,1,-1,0,0,0
35,4,2,2,0,642,0,0,0,1,-1,0,0,0
31,7,1,1,0,490,1,0,0,5,179,2,1,0
60,5,1,0,0,97,0,0,0,4,-1,0,0,0
41,1,1,1,0,2717,1,1,0,2,-1,0,0,0
58,2,1,1,0,3,0,0,0,5,-1,0,0,0
79,5,0,0,0,1910,0,0,1,2,-1,0,0,0
37,0,2,1,0,781,0,0,0,1,-1,0,0,0
35,4,1,2,0,-718,1,1,0,3,-1,0,0,0
33,9,0,1,0,948,0,0,0,1,-1,0,0,0
31,3,0,0,0,168,1,0,0,3,-1,0,0,0
26,7,2,1,0,1163,0,1,0,4,-1,0,0,0
34,0,2,1,0,2434,1,0,0,4,-1,0,0,0
40,9,2,2,0,1175,0,0,0,1,-1,0,0,1
33,0,1,1,0,95,1,0,0,1,102,1,2,0
32,0,1,2,0,227,0,0,0,2,-1,0,0,0
51,5,2,0,0,604,0,0,0,2,-1,0,0,0
32,0,1,1,0,684,1,0,0,3,-1,0,0,1
54,4,1,2,0,2847,1,0,0,10,-1,0,0,0
32,1,1,0,0,225,1,0,0,1,-1,0,0,0
30,4,1,2,0,877,0,0,0,2,108,3,0,0
37,1,2,1,0,6,0,0,0,2,-1,0,0,0
52,4,1,2,0,1339,1,0,0,5,-1,0,0,0
53,9,1,1,0,529,1,0,0,1,-1,0,0,0
28,0,1,1,1,105,0,0,0,1,-1,0,0,0
48,9,0,1,0,0,0,1,0,1,-1,0,0,0
42,9,1,1,0,300,1,0,0,1,-1,0,0,0
50,2,0,2,0,1790,0,1,0,3,-1,0,0,0
32,9,1,1,0,4887,1,0,0,3,-1,0,0,0
37,9,1,2,0,16,1,1,0,3,-1,0,0,0
47,7,1,1,0,12839,1,0,0,1,171,4,0,0
42,1,0,1,0,1261,1,1,0,1,-1,0,0,0
45,7,1,1,0,1381,1,0,0,1,-1,0,0,0
38,9,2,1,0,565,1,0,0,1,-1,0,0,1
34,0,1,1,0,764,0,0,0,2,-1,0,0,0
42,6,1,0,0,3641,1,0,0,1,-1,0,0,0
31,3,2,2,0,399,1,0,0,1,-1,0,0,0
33,4,2,2,0,259,0,0,0,6,-1,0,0,0
29,1,2,1,0,908,1,0,0,1,-1,0,0,1
50,0,1,1,0,10250,1,0,0,3,385,2,1,1
46,4,1,1,0,766,1,0,0,1,-1,0,0,0
47,5,2,0,0,3033,0,0,0,1,-1,0,0,1
53,1,0,0,0,2656,1,0,0,2,-1,0,0,1
36,9,1,1,0,522,1,0,0,1,-1,0,0,0
33,4,1,2,0,1,1,1,0,8,-1,0,0,0
26,8,2,1,0,316,0,0,0,2,-1,0,0,0
36,1,1,1,0,688,1,0,0,2,-1,0,0,0
46,3,1,0,0,1188,0,0,0,5,-1,0,0,0
53,9,1,1,0,234,0,0,0,2,-1,0,0,0
54,4,1,2,0,3,0,1,0,1,-1,0,0,0
31,0,2,2,0,701,1,0,0,2,-1,0,0,0
41,4,1,2,0,27696,0,0,0,2,184,3,2,1
28,4,2,2,0,1466,1,0,0,1,-1,0,0,0
31,9,2,2,0,424,0,0,0,2,-1,0,0,0
43,1,1,0,0,714,1,0,0,6,362,28,0,0
49,2,1,2,0,763,0,0,0,4,-1,0,0,0
41,4,1,2,0,5883,0,0,0,2,-1,0,0,0
49,4,2,2,0,493,0,0,0,1,-1,0,0,0
38,7,1,1,0,434,1,0,0,1,-1,0,0,0
28,4,2,2,0,0,1,0,0,1,-1,0,0,0
56,4,0,2,0,-141,0,0,0,4,-1,0,0,0
53,5,1,1,0,1278,1,0,1,3,-1,0,0,0
32,9,2,1,0,34,0,0,0,2,-1,0,0,0
46,1,1,0,0,1,1,1,1,7,-1,0,0,0
36,1,1,0,0,655,1,0,0,4,-1,0,0,0
42,1,1,0,0,191,1,0,1,3,371,1,0,0
33,9,2,2,0,1636,1,0,0,1,66,1,2,1
55,1,1,0,0,332,1,0,0,2,-1,0,0,0
40,4,1,2,0,196,1,0,0,1,-1,0,0,0
35,2,1,1,0,0,1,0,0,1,-1,0,0,0
26,7,2,1,0,110,0,0,0,2,-1,0,0,1
45,6,1,1,0,830,0,0,0,1,111,2,0,0
60,9,1,1,0,-247,1,0,1,2,351,1,0,0
35,0,2,1,0,-133,1,0,0,3,-1,0,0,0
35,0,0,1,0,437,1,0,0,1,-1,0,0,1
49,1,1,0,0,130,0,0,0,2,-1,0,0,0
28,8,2,1,0,1925,0,0,0,1,88,4,0,1
30,4,1,2,0,49,1,1,0,1,-1,0,0,0
48,9,1,1,0,1981,1,0,0,3,92,5,0,0
38,1,2,1,0,5891,1,0,0,3,-1,0,0,0
21,8,2,1,0,57,0,0,0,1,-1,0,0,0
37,4,0,2,0,-42,1,0,0,2,-1,0,0,1
27,7,2,1,0,5850,1,0,0,3,-1,0,0,0
35,10,2,0,0,-17,0,0,0,1,-1,0,0,0
34,9,2,2,0,144,1,1,0,3,89,16,0,0
39,1,1,0,0,2862,1,0,0,2,-1,0,0,0
41,1,1,0,0,1820,1,0,1,3,-1,0,0,0
30,4,2,2,0,4,0,0,0,3,-1,0,0,0
44,9,1,1,0,1901,0,0,0,3,104,2,0,0
43,1,1,0,0,361,1,0,0,2,-1,0,0,0
30,1,1,1,0,167,1,0,0,1,-1,0,0,1
48,1,2,0,0,0,0,0,0,1,-1,0,0,0
58,9,1,1,0,201,0,0,0,5,-1,0,0,0
33,1,2,1,0,2764,1,0,0,1,-1,0,0,0
45,1,0,0,0,844,0,0,0,3,-1,0,0,1
31,1,2,0,0,-280,0,0,0,3,-1,0,0,0
52,9,1,2,0,1405,1,1,0,1,-1,0,0,0
74,5,1,0,0,279,0,0,1,1,-1,0,0,0
26,7,1,1,0,549,0,0,0,1,-1,0,0,0
27,3,1,1,0,4848,1,1,1,3,-1,0,0,0
56,1,1,1,0,2395,0,0,0,2,-1,0,0,0
32,4,2,1,0,916,1,0,0,2,-1,0,0,0
38,4,2,2,0,493,1,0,0,1,367,7,0,0
49,4,1,2,0,596,1,0,0,2,-1,0,0,0
60,5,1,0,0,172,0,0,0,4,-1,0,0,0
31,4,2,2,0,147,0,0,0,1,181,2,2,1
59,3,0,0,0,3180,0,0,0,1,-1,0,0,0
26,7,1,1,0,0,1,0,0,4,-1,0,0,0
32,1,2,0,0,882,0,1,0,8,-1,0,0,0
30,6,1,1,0,8563,1,0,0,1,351,4,1,0
41,0,1,1,0,8238,1,1,0,4,-1,0,0,0
43,0,1,1,0,1625,1,1,0,1,-1,0,0,0
30,4,2,2,0,78,1,0,0,2,-1,0,0,0
33,0,1,1,0,0,0,0,0,3,-1,0,0,0
39,7,1,1,0,1099,0,0,0,2,245,6,0,0
36,1,1,1,0,79,1,0,0,2,-1,0,0,0
46,1,2,1,0,0,1,0,0,2,-1,0,0,0
54,4,1,2,0,122,1,0,0,3,-1,0,0,0
27,1,2,1,1,81,0,1,0,2,205,2,2,0
43,1,1,0,0,238,1,1,0,1,-1,0,0,0
37,4,1,2,0,3794,0,0,0,1,379,1,0,0
40,1,1,1,0,72,1,0,0,3,-1,0,0,0
31,1,1,1,0,664,1,1,0,3,-1,0,0,0
37,2,1,2,0,264,1,1,0,1,-1,0,0,0
25,9,2,1,0,9154,1,0,1,5,-1,0,0,0
35,4,2,2,0,4,1,0,0,1,-1,0,0,0
23,8,2,1,0,486,0,0,0,1,-1,0,0,0
42,0,0,1,0,435,1,0,0,1,-1,0,0,0
52,4,1,2,0,488,1,0,0,3,-1,0,0,0
37,4,1,2,0,413,0,0,0,2,-1,0,0,0
18,8,2,0,0,608,0,0,0,1,-1,0,0,1
24,8,2,1,0,1234,0,0,1,2,97,3,2,0
36,3,1,0,0,-125,0,1,0,2,-1,0,0,0
56,1,1,0,0,828,1,0,0,1,349,1,0,0
43,1,1,1,0,117,1,0,0,1,370,1,0,0
66,2,1,0,0,0,0,0,1,1,-1,0,0,0
50,4,1,1,0,8345,0,0,0,1,261,1,0,1
23,0,1,1,0,349,1,0,0,1,-1,0,0,0
35,4,2,1,0,342,0,1,0,4,-1,0,0,0
61,5,1,1,0,569,0,0,0,1,-1,0,0,1
37,1,1,1,0,557,0,0,0,2,-1,0,0,0
30,7,1,1,0,-134,1,1,0,1,-1,0,0,0
