Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Wilderness_Area1,Wilderness_Area2,Wilderness_Area3,Wilderness_Area4,Cover_Type
3373,314,11,467,74,1189,192,232,207,2217,0,0,1,0,1
3320,143,20,91,73,1319,226,215,159,2105,0,0,1,0,7
2574,331,35,277,-3,1388,239,242,116,701,0,0,0,1,3
2834,50,13,6,0,2232,237,202,125,1694,0,0,0,0,5
2841,98,29,62,81,228,248,209,99,515,1,0,0,1,4
3057,90,9,36,10,2047,252,197,39,3476,0,0,0,0,5
2984,3,16,386,134,1006,239,198,142,1880,1,0,1,0,2
2146,146,32,100,-4,435,188,221,89,2694,1,0,0,1,4
2514,123,12,268,125,1483,249,186,77,1915,0,0,0,0,3
3246,82,13,640,8,157,231,227,130,1643,0,0,1,0,5
2365,59,45,357,3,1128,164,136,90,1241,0,0,0,1,3
2534,227,24,94,3,227,152,234,206,2774,0,0,0,0,6
2155,317,13,273,-2,926,206,241,218,1056,0,0,0,0,6
2829,349,14,84,-1,1363,220,210,153,4602,1,0,1,0,1
2748,112,26,70,-6,1412,244,172,10,1162,1,1,1,0,7
2060,311,16,107,138,1566,232,201,170,889,0,0,0,1,3
2939,83,13,66,37,1011,236,228,112,3105,1,1,1,0,2
2236,39,21,304,58,1826,249,200,123,791,0,0,0,1,3
2955,37,28,123,6,4284,228,212,75,1892,0,0,1,0,2
2030,147,21,437,26,828,242,196,122,676,0,0,0,1,4
3423,230,18,203,81,6476,213,251,155,1837,0,1,1,0,7
2638,78,12,14,3,707,252,216,77,662,1,0,0,1,4
2032,64,25,190,3,51,250,221,78,2311,1,0,0,1,4
2356,201,4,34,6,808,226,243,136,2642,0,0,1,0,1
2792,66,14,39,99,410,245,244,60,1111,0,0,0,0,5
2225,85,5,11,92,1197,247,205,145,1341,1,0,0,1,3
2813,301,38,780,7,2631,152,204,194,2840,1,0,0,1,6
2227,28,27,127,98,706,202,241,156,672,0,0,0,1,4
2730,4,17,76,-11,299,239,233,90,2773,0,0,0,1,4
2676,201,13,79,4,1243,239,210,134,1544,1,1,1,0,2
2251,147,14,38,62,622,229,235,139,2677,0,0,0,1,5
2814,39,18,29,-18,261,220,228,155,987,0,0,0,1,3
3415,265,9,159,63,4960,188,247,172,1413,0,0,1,0,1
2371,205,5,308,126,203,215,217,175,703,0,1,0,1,3
2191,187,12,138,28,555,251,234,187,1340,0,0,0,1,4
2068,233,22,113,16,703,237,242,71,1457,0,0,0,1,3
2550,184,35,89,6,151,210,248,75,2534,0,0,1,1,3
2248,27,25,267,-6,246,227,215,186,1246,0,0,0,1,6
2847,39,21,100,210,647,212,213,126,2078,1,0,1,0,6
2127,235,41,348,23,1288,243,245,105,399,0,0,0,1,3
2427,159,39,102,1,267,234,179,59,2329,1,0,0,1,5
2137,339,22,274,1,2017,190,222,116,854,0,0,0,1,6
2021,124,10,5,74,861,197,236,72,769,0,0,0,1,4
2846,11,6,16,6,4429,181,198,171,1809,1,0,1,0,7
2823,149,15,350,14,722,250,226,69,1617,0,0,0,1,5
2687,83,7,253,-15,281,251,245,58,646,0,0,0,0,2
3368,9,15,709,24,866,239,213,177,3106,1,0,0,1,6
2146,93,29,186,223,116,237,226,81,928,0,1,0,1,3
3133,41,14,358,41,2174,176,219,137,3306,1,0,1,0,2
3594,9,27,515,11,3867,234,243,141,2602,1,0,1,0,7
2721,117,22,18,-8,1500,227,219,12,1075,1,0,0,1,5
3170,48,13,178,72,2353,213,142,94,3147,1,0,1,0,2
1985,92,15,7,10,411,233,202,112,1072,1,0,0,1,5
2807,119,17,53,-3,1022,252,202,101,3344,1,1,1,0,7
2106,99,15,215,89,1091,224,244,135,1299,0,0,0,1,4
2637,322,8,38,55,1123,241,252,140,2988,0,0,1,0,2
3402,84,14,363,-2,1080,223,245,190,4148,1,0,1,0,1
2798,142,45,186,126,630,236,182,110,813,0,1,0,0,5
2167,168,20,715,177,575,247,196,139,794,1,0,0,1,4
2127,158,39,99,22,744,243,147,87,2435,0,0,0,1,3
2208,54,32,224,23,620,251,157,36,1389,0,0,0,1,3
2755,126,15,141,42,553,219,248,90,3682,0,0,1,0,5
2677,77,25,846,51,1012,222,217,130,1509,0,0,1,0,5
2617,214,16,285,2,1464,244,230,28,2214,1,0,0,1,4
2767,147,9,415,-13,1114,209,248,205,1214,1,0,1,0,5
3100,153,3,288,-3,641,191,223,192,685,0,0,1,0,6
2978,235,11,86,60,4687,174,253,204,675,0,0,1,0,1
2695,192,13,434,18,1019,212,227,128,2274,0,0,1,0,7
2165,345,26,197,8,1698,226,200,192,1202,0,0,0,1,4
2716,129,19,631,15,123,249,237,181,2402,0,0,0,1,6
3208,23,14,74,90,4617,220,216,116,2888,1,0,1,0,2
2885,95,27,33,7,1377,214,211,68,3342,1,0,0,0,6
3044,86,13,43,-25,704,246,189,99,5704,0,0,0,1,5
2581,327,14,34,20,1446,233,226,164,1580,0,0,1,0,2
2823,132,27,59,20,794,202,193,121,2033,1,0,0,1,4
2395,80,14,2,-12,730,243,216,177,528,1,0,0,1,4
2453,58,25,74,27,1053,199,226,166,965,0,0,0,1,2
2596,132,16,702,0,763,218,217,100,2110,0,0,0,0,7
3339,92,4,310,44,4596,234,214,199,3538,0,0,1,0,7
2458,26,26,4,11,858,228,227,126,1111,0,0,0,1,4
2288,127,20,133,88,39,176,244,197,1586,0,0,0,1,3
2349,44,37,7,107,649,236,203,114,2520,0,0,0,1,6
2130,49,39,100,3,422,238,182,129,206,0,0,0,1,1
2668,100,21,282,46,923,249,156,66,727,0,0,0,1,5
2313,64,14,96,-4,2618,245,212,159,1478,0,0,0,0,6
2565,156,14,213,-14,699,254,202,53,2813,0,0,0,0,6
3369,111,4,485,58,1263,233,157,183,1058,1,0,1,0,2
3372,36,26,117,31,4422,231,227,68,2990,1,0,1,0,1
3540,272,14,271,29,1250,222,246,153,3717,0,0,1,0,7
2796,354,42,118,249,933,149,209,180,3091,0,0,0,0,6
2247,336,23,32,4,2430,223,200,73,538,0,0,0,1,4
2402,52,12,10,-6,1353,249,190,48,1067,1,0,0,1,4
3388,307,8,425,10,2042,148,205,162,1473,0,0,1,0,7
2834,142,23,64,40,200,251,210,85,1948,0,0,0,1,5
2675,41,13,30,-6,1729,209,209,163,4717,1,0,1,0,5
2158,296,11,349,3,958,243,225,77,3050,0,0,0,1,4
2398,10,34,45,32,211,185,168,100,993,0,0,0,1,3
3215,4,8,74,8,1235,222,218,115,4708,1,0,0,0,6
2673,58,8,23,12,1058,217,215,160,1779,0,0,0,0,4
2333,68,20,204,4,721,252,194,48,942,0,0,0,0,5
2825,22,8,183,32,1154,238,239,117,2282,0,0,0,0,2
2568,84,15,234,6,1091,190,198,22,1846,1,0,1,0,6
2535,273,18,156,38,412,227,216,209,1002,0,0,0,1,4
3476,47,12,7,-3,967,225,161,179,4158,1,0,1,0,5
2514,261,6,794,200,236,236,241,200,1015,0,0,1,0,7
2950,217,10,20,191,2159,224,249,128,709,0,0,1,0,2
2347,315,16,18,1,1680,233,234,237,1035,0,0,0,1,4
3163,23,15,150,6,275,225,213,21,1340,1,0,0,1,5
2617,43,10,338,-6,384,190,210,209,1576,0,0,0,0,2
2059,52,14,146,35,1048,160,210,116,486,0,0,0,1,6
2297,52,21,634,0,1447,192,217,60,1056,1,0,0,1,6
3025,160,15,81,-6,1358,229,241,230,1445,0,0,1,0,7
2224,315,16,214,132,962,218,184,148,2748,1,0,0,1,4
2262,77,18,5,-3,1032,249,165,41,775,0,0,0,1,4
2553,137,25,34,-11,1289,241,213,7,2091,1,0,0,1,4
2294,146,6,140,6,1711,247,225,148,1661,0,0,0,1,3
2048,259,6,145,12,674,247,252,191,715,0,1,1,0,3
3172,56,16,230,5,445,243,199,128,1615,1,0,0,0,2
2542,73,10,89,109,1679,198,219,74,1326,0,0,0,1,6
2267,110,18,125,102,151,212,211,131,330,0,0,0,1,4
2915,54,10,277,-2,945,237,160,57,2358,0,0,1,0,2
2270,88,9,137,27,1670,182,245,142,613,0,0,0,1,3
3249,249,7,50,-3,1056,235,237,148,1007,0,0,1,0,7
2930,59,6,128,12,478,249,238,136,2822,0,0,0,1,5
2542,115,40,29,115,1359,222,204,155,710,0,0,0,1,3
2417,113,24,109,1,1314,244,202,104,1686,1,0,0,1,4
2133,297,24,107,57,1038,224,160,177,1023,0,1,0,1,3
2127,43,26,354,20,1040,220,242,151,1064,0,0,0,1,3
2105,262,11,395,116,91,225,206,118,4850,0,0,0,1,3
2938,46,27,61,8,1015,249,200,161,1252,1,0,0,0,5
3431,12,17,7,2,1852,225,207,56,3096,1,0,1,0,5
2506,81,26,176,-5,519,175,201,159,443,0,0,0,1,3
2833,170,10,191,-8,3195,250,216,17,791,0,1,0,1,5
3467,33,13,68,26,2106,175,244,140,2344,0,0,1,0,7
2910,142,15,105,-2,525,244,208,169,1802,1,0,1,0,5
2031,316,14,267,13,311,222,191,86,774,0,0,0,1,3
2635,277,43,439,109,288,250,157,166,1371,0,0,0,1,3
2327,65,14,200,-4,352,245,215,99,2648,0,0,0,1,4
2845,88,14,145,-1,1072,241,228,138,2805,1,0,1,0,7
2031,54,34,154,3,860,247,151,101,2104,0,0,0,1,4
2986,53,8,9,45,1999,235,212,142,4459,1,0,1,0,2
2085,59,22,16,32,235,228,243,147,505,0,0,0,1,3
3074,284,11,203,-23,690,227,237,135,1913,0,0,1,0,3
2588,68,12,30,8,1251,245,163,107,3202,0,0,0,0,2
1980,114,20,291,8,2013,253,191,88,1529,0,0,0,1,6
3043,23,17,147,12,1436,252,209,112,2554,1,0,0,0,7
2328,53,38,22,-4,1236,248,221,174,351,0,0,0,1,3
2925,84,8,892,36,5080,197,224,156,2320,1,0,1,0,1
2277,331,29,195,31,1956,203,161,220,1141,0,1,0,1,3
2794,41,15,96,-10,483,247,224,35,1480,1,0,0,0,2
2250,31,14,456,9,374,218,254,105,3444,1,0,0,1,4
2325,165,20,91,6,414,174,226,195,1195,0,0,0,1,3
2162,250,27,638,10,1113,206,134,234,846,0,0,0,1,3
2300,106,7,100,-3,1466,249,221,137,878,0,0,0,1,4
2610,24,14,32,-6,1180,240,218,113,1649,1,1,0,0,5
2182,57,15,230,1,2051,231,222,166,748,0,0,0,0,6
2357,50,15,10,134,1045,246,212,134,1929,1,0,0,1,4
2043,323,37,14,30,548,233,228,201,891,0,0,0,1,6
2430,161,42,165,97,584,251,225,91,617,1,0,0,1,4
2280,232,11,928,65,1098,203,230,138,687,0,0,1,0,5
2773,62,4,222,-6,2501,214,223,109,4214,1,0,1,0,5
2934,12,6,777,-3,1124,246,219,136,2050,1,0,1,0,2
2007,14,19,274,-9,1029,245,159,106,1447,0,1,0,1,1
2279,250,14,144,60,1538,254,241,154,2223,1,1,0,1,4
2180,157,10,306,112,1098,195,245,151,674,0,0,0,1,3
2273,256,21,84,34,1301,235,239,207,665,0,0,0,1,3
2590,209,19,372,6,3331,217,234,176,1409,0,0,1,0,5
3179,98,12,367,113,1379,236,228,166,871,1,0,1,0,1
2210,307,14,337,33,800,222,200,150,730,0,0,0,1,3
2167,129,19,6,-10,2426,251,207,92,1162,1,1,0,0,5
2691,117,14,68,7,2520,252,208,98,1209,0,0,0,0,2
3339,93,13,106,-5,4053,225,239,132,2558,1,0,1,0,2
2198,156,5,363,105,949,198,223,201,1082,0,1,0,1,3
2523,245,17,163,22,117,214,206,155,1000,0,0,0,0,2
2247,314,6,12,29,608,244,246,145,2170,0,0,0,1,6
2437,52,17,192,116,1601,214,228,83,677,1,0,0,1,5
3379,93,14,911,41,2198,240,206,23,2018,1,0,1,0,2
3399,85,16,378,0,4508,183,230,137,1383,0,0,1,0,7
3052,36,10,188,39,3721,223,229,136,3163,1,0,1,0,3
2569,48,23,501,-2,1982,228,232,68,1616,0,1,0,1,4
2218,70,8,138,86,327,225,155,130,530,0,0,0,1,3
2134,46,28,32,24,1621,239,222,114,1419,0,0,0,1,4
3265,42,13,385,14,1860,237,225,91,1740,1,0,1,0,5
2644,31,12,112,-4,452,249,225,79,1055,0,1,0,0,2
2262,321,18,267,4,976,239,192,70,1405,1,0,0,0,2
2121,40,24,2,58,656,247,229,190,641,1,0,0,1,3
1989,329,25,214,78,74,172,211,150,786,0,0,0,1,6
2481,188,32,88,24,750,246,237,129,383,0,0,0,1,3
2782,176,39,541,21,445,249,219,101,1807,0,0,0,1,3
2013,179,21,184,-4,1266,246,226,147,955,1,0,0,1,6
2676,95,1,58,68,562,254,235,131,2477,0,0,0,0,5
2939,5,8,12,90,458,164,194,144,1840,0,0,0,1,6
2472,191,17,487,94,490,242,238,80,409,0,0,0,1,3
2405,344,19,261,5,2748,205,221,210,2522,1,0,0,1,2
2957,119,10,278,-9,1101,209,219,193,1256,0,0,0,0,5
2891,163,18,134,28,1640,249,178,12,1233,0,0,0,1,5
3494,84,11,265,35,803,235,197,150,2009,1,1,1,0,7
3012,75,10,161,-9,887,231,217,112,2363,0,0,1,0,2
2173,29,10,132,-14,926,239,232,38,1048,0,0,0,1,4
3092,184,19,335,30,432,235,135,109,1768,1,0,0,1,5
3247,176,26,120,9,1508,217,169,182,1289,1,0,1,0,7
2672,169,19,127,4,801,235,238,36,1281,1,0,0,1,4
2173,89,31,218,27,899,235,214,74,879,0,0,0,1,4
3195,296,14,352,6,754,187,229,186,362,0,0,1,0,1
3463,38,20,176,21,4284,234,211,150,616,0,0,1,0,2
2529,180,20,4,3,389,233,199,34,2574,1,1,0,1,4
2961,25,3,75,22,5225,234,207,129,1594,1,0,1,0,2
2549,297,16,905,43,2071,232,252,159,2907,0,0,1,0,5
2384,108,33,392,7,605,243,175,75,742,0,0,0,1,3
3034,31,20,288,26,4011,236,223,178,3755,1,0,1,0,2
3277,22,12,368,71,1210,236,245,205,2408,1,0,0,0,5
2458,62,43,157,36,147,237,235,118,499,0,1,0,1,3
2050,64,17,9,1,1393,243,230,89,3025,0,0,0,1,4
2336,304,13,164,17,454,228,177,195,601,0,0,0,1,3
2626,36,32,156,-5,180,221,232,175,1533,0,0,0,1,6
2809,151,37,196,7,2030,231,201,102,3325,0,0,1,0,1
2294,15,19,161,40,1154,205,234,169,1570,1,1,0,1,6
2786,20,16,2,-2,629,246,224,125,1416,0,0,1,0,1
2229,234,12,361,16,2492,226,245,188,905,0,0,0,0,6
2939,318,11,415,2,2059,217,195,123,3791,1,0,1,0,2
2199,72,29,214,74,598,250,218,150,841,1,0,0,1,3
2774,112,9,52,-8,1284,251,211,38,1605,1,0,1,0,5
2082,98,16,148,-1,1285,242,233,104,1590,0,0,0,1,2
2254,68,18,38,115,654,233,201,71,523,1,0,0,1,4
2037,325,34,192,104,503,216,210,167,704,0,0,0,1,3
2168,91,22,106,2,1073,251,215,92,1652,0,1,0,1,4
2092,57,13,153,-10,1046,218,232,141,1773,0,0,0,1,4
3293,36,11,126,-11,637,234,221,196,5800,1,0,1,0,2
2575,330,22,368,29,1381,184,234,189,2118,0,0,1,0,5
2786,50,24,185,38,682,250,224,61,2832,0,0,1,0,5
3030,35,8,13,-6,2060,225,211,127,1812,1,0,1,0,2
3026,84,10,96,-3,2627,245,191,116,1497,1,0,0,1,4
2769,21,10,361,51,2159,252,241,145,776,0,0,1,0,5
2249,238,26,215,17,973,226,191,162,660,0,0,0,1,3
3177,174,17,357,144,4003,243,210,198,2604,1,0,1,0,1
1968,148,13,105,18,1231,242,231,146,569,0,0,0,0,5
2269,333,5,47,55,889,185,244,65,1384,0,0,0,1,6
2314,64,21,279,3,1139,248,199,98,1198,0,0,0,1,4
2744,199,6,892,2,2740,203,217,137,1068,1,0,1,0,2
2450,55,26,54,104,1458,249,169,27,1710,1,1,0,0,5
2213,56,24,127,103,610,234,227,48,3069,1,0,0,1,4
2103,167,42,141,97,1301,231,144,107,737,1,0,0,1,4
2719,20,4,683,-10,1555,173,211,176,2108,0,0,1,0,2
2782,89,10,225,40,1450,206,219,150,3152,1,0,1,0,2
2229,121,19,133,77,73,187,143,111,885,0,1,0,1,4
3279,178,13,132,79,2194,213,246,139,2284,1,0,1,0,7
2123,76,15,17,-13,409,230,245,131,1269,0,0,0,1,4
2448,273,11,852,56,1302,252,219,138,2100,0,1,0,1,6
2843,343,21,88,19,1115,236,189,45,2388,1,0,1,0,2
2096,39,28,118,-2,567,182,166,98,773,0,0,0,1,3
2488,15,5,62,-6,1518,246,215,194,4664,0,0,1,0,2
3065,229,7,324,5,4943,165,196,91,708,0,1,1,0,2
2076,194,42,272,8,174,231,244,125,632,0,0,0,1,3
3391,189,17,1079,85,4174,209,227,134,972,1,0,1,0,2
2045,280,11,137,26,1582,244,225,152,346,0,0,0,1,4
2525,165,14,328,26,552,240,230,157,684,0,0,1,0,4
2588,50,13,55,13,189,248,207,39,602,1,0,0,1,5
2095,19,15,30,5,214,182,238,126,815,0,0,0,1,4
2013,202,24,116,95,899,229,246,133,2718,0,1,0,1,4
2852,130,10,153,100,1298,250,236,130,1012,0,0,0,0,4
2707,307,5,373,-14,1123,196,220,176,870,0,0,1,0,7
3006,127,20,106,-3,1038,248,211,95,2884,1,0,0,0,2
2262,144,15,120,-1,3800,246,234,207,2146,0,0,0,0,2
2216,175,8,50,75,1617,251,251,168,1251,0,0,0,0,3
3065,94,27,247,-3,2923,235,233,114,1936,1,0,0,1,2
1956,29,14,44,4,1866,239,212,111,1824,1,0,0,1,5
3129,74,14,214,41,1807,243,198,23,2034,0,0,1,0,2
3398,46,9,74,-5,2157,218,227,199,1194,1,0,1,0,1
2265,61,32,175,18,121,240,171,150,1663,1,0,0,0,2
2229,94,17,251,-1,135,211,250,132,1084,0,0,0,1,4
2604,325,16,378,1,2001,175,234,126,1316,1,0,1,0,1
2382,124,25,285,40,298,233,219,189,1201,1,0,0,1,3
2090,136,29,13,63,3568,215,204,53,1063,0,0,0,1,4
2223,58,14,207,54,2375,244,204,27,514,1,0,0,1,4
2172,253,37,301,7,693,237,186,194,1122,0,0,0,1,3
2769,51,6,199,35,720,249,221,181,1245,0,0,0,0,5
2767,122,31,48,70,356,234,173,50,2226,0,0,0,1,6
3214,50,11,127,0,504,233,218,133,2776,0,0,1,0,2
3078,289,17,225,64,703,191,244,140,2766,0,0,0,1,3
2837,50,12,112,-10,478,243,175,188,1460,1,0,0,1,6
2245,332,8,245,71,1840,187,205,197,3108,1,0,0,1,3
2097,339,30,106,68,1070,202,219,105,743,0,0,0,1,4
2684,90,19,4,-2,285,242,215,175,993,0,0,0,1,2
2416,80,11,11,56,323,247,222,133,2274,0,0,0,1,4
3076,243,13,304,-2,705,245,220,154,1464,1,1,1,0,6
2767,346,17,829,5,536,224,167,173,876,0,0,0,1,6
2187,65,10,373,8,1180,252,207,201,218,0,0,0,1,6
3024,91,10,99,1,4236,232,216,122,1510,0,0,1,0,1
2342,321,11,201,10,233,192,177,109,465,0,0,0,1,6
2210,32,36,143,-9,266,234,217,158,498,0,0,0,1,4
2372,7,16,172,-8,1118,227,178,83,1077,0,0,0,1,6
3663,116,14,6,-2,1607,239,246,31,2092,0,1,1,0,7
2117,355,39,92,38,83,182,194,134,894,0,0,0,1,3
2869,20,5,2,29,1536,250,190,7,3244,1,1,0,1,2
2579,62,30,158,31,644,252,173,125,1981,1,0,0,0,6
3124,19,15,579,-3,2786,245,177,145,3323,1,0,0,0,1
3009,120,5,40,-10,1216,168,198,106,1838,1,0,1,0,5
2895,356,18,262,-4,1372,227,221,132,1025,1,0,1,0,2
3170,126,2,167,-9,2173,245,215,57,621,0,0,0,0,2
2586,56,22,312,-8,1895,243,240,133,1701,0,0,0,1,3
2576,43,33,191,38,2240,221,150,128,2599,1,0,1,0,5
2723,122,8,27,32,519,236,194,200,807,0,0,0,1,4
2623,56,13,599,0,755,239,178,112,3006,1,0,0,0,6
1992,53,37,135,11,637,232,226,39,1726,1,0,0,1,4
2559,73,21,197,-9,330,249,220,62,1249,0,0,0,1,4
2696,45,21,204,-10,1000,251,207,37,1299,0,1,0,1,2
2274,55,15,26,-2,1784,252,208,129,1678,1,0,0,1,2
2997,44,9,186,-3,2100,200,152,128,2170,1,0,0,0,3
2184,241,27,213,6,1013,211,208,93,557,1,0,0,1,6
1987,15,21,11,77,397,238,241,85,1127,0,0,0,1,3
2654,105,13,86,27,3069,239,251,125,1791,0,0,0,1,4
2100,97,40,7,16,1814,218,218,48,412,0,0,0,1,7
2045,273,28,264,73,1560,177,235,141,1192,0,0,0,1,3
2152,309,30,200,-4,1142,231,221,200,2607,0,0,0,1,6
2727,167,18,331,16,2556,226,236,123,1674,0,1,1,0,2
2605,17,14,40,0,677,247,193,6,2476,0,0,0,1,2
2053,356,18,68,6,1060,162,228,154,1016,1,1,0,1,6
2296,67,21,63,29,725,251,197,90,1000,0,0,0,1,4
2142,39,12,364,1,527,213,227,155,2664,0,0,0,1,6
2333,78,14,399,3,1351,247,225,78,2054,0,0,0,0,5
2249,61,31,15,54,1236,241,202,136,414,1,0,0,1,4
2165,316,16,20,18,808,212,176,74,766,0,0,0,1,4
2890,152,21,406,30,2352,213,238,205,2897,0,0,1,0,1
3514,114,13,62,-7,2677,224,220,138,1745,0,0,1,0,2
2747,96,25,200,8,664,247,144,126,1197,0,1,1,0,5
2262,291,13,0,-5,1402,242,216,110,1927,1,1,0,1,4
2810,320,18,785,81,1167,233,236,187,2817,0,0,0,0,1
2931,268,10,374,3,551,251,199,122,2872,0,0,1,0,4
2212,167,17,359,-6,394,243,211,149,3524,0,0,0,1,4
2118,243,16,16,-18,142,193,253,137,1009,0,0,0,1,3
2914,256,8,408,56,3511,228,221,177,2939,0,0,1,0,7
2084,347,36,324,116,758,217,225,166,2602,1,0,0,1,6
2945,179,12,309,12,3457,197,248,119,1135,0,0,1,0,2
1941,128,20,363,5,667,204,201,96,1635,0,0,0,1,2
2282,51,19,309,35,1533,232,220,153,2242,0,0,1,0,1
2515,37,8,13,-3,1198,221,213,198,2023,0,0,1,0,2
2054,43,15,276,21,790,254,170,113,1377,0,0,0,1,4
2200,29,7,6,10,3149,254,203,50,1518,1,0,0,1,4
2075,44,16,97,-10,1001,177,221,86,365,0,0,0,0,3
2768,153,20,153,59,897,241,247,183,636,1,1,1,0,2
2368,26,28,358,26,640,194,199,171,886,0,0,0,1,3
2834,309,18,421,43,1923,246,246,157,3248,1,0,1,0,5
3301,93,9,58,6,1456,214,253,142,5555,0,0,1,0,2
2215,315,25,21,-7,552,204,242,149,486,0,0,0,1,3
2085,105,16,124,29,484,251,204,113,382,1,0,0,1,4
2284,214,20,206,10,2069,146,241,139,3328,0,0,0,1,3
2408,355,27,262,61,1213,210,170,139,1008,0,0,0,1,3
2060,254,16,119,36,681,232,146,135,807,0,0,0,1,3
2212,46,14,482,8,845,177,221,147,795,1,0,0,1,6
3079,275,9,35,13,934,218,205,199,3077,0,0,1,0,2
2130,303,16,279,18,1693,225,253,144,1549,0,0,0,1,3
2800,73,8,63,24,1031,183,153,109,4164,1,0,1,0,2
2963,38,20,299,64,866,248,154,117,2584,0,0,1,0,5
3151,120,22,100,1,615,248,193,106,974,0,0,0,1,3
2169,339,27,427,82,633,249,152,185,727,0,0,0,1,3
2860,88,8,259,21,4472,198,220,130,3305,1,0,0,0,1
3429,56,12,223,-8,1547,245,212,26,2213,1,0,1,0,5
2388,117,22,115,88,2144,243,171,60,827,0,1,0,1,1
2109,58,21,30,2,1340,205,229,149,3160,0,0,0,1,6
2494,128,12,7,-15,1097,219,168,11,4127,0,0,0,0,5
1988,11,20,106,12,447,214,231,170,1478,0,0,0,1,6
2075,299,3,86,-7,443,249,184,159,1335,0,0,0,1,3
2914,44,11,232,-7,2679,242,220,70,945,1,0,1,0,2
2244,185,9,223,78,878,237,242,144,1050,0,0,0,1,3
2238,329,13,577,35,714,180,227,177,2833,0,0,0,0,3
3041,80,17,882,33,586,249,152,68,797,1,0,0,1,4
2162,142,17,18,-7,802,220,234,98,807,0,0,0,1,4
2952,222,11,176,44,1044,226,232,131,1090,1,0,1,0,1
2272,103,22,27,6,502,235,230,94,680,0,0,0,1,4
2703,50,17,89,-13,1651,239,187,124,1915,1,0,0,1,2
2600,141,14,9,95,1316,241,199,127,604,0,0,0,1,4
2031,63,5,201,76,280,249,195,93,1334,0,0,0,1,4
2774,201,10,431,47,2376,229,223,170,6119,0,0,1,0,2
2210,176,18,227,51,254,228,206,202,453,0,0,0,1,3
2022,44,21,24,21,559,238,202,148,739,1,0,0,1,4
2252,127,12,315,106,301,175,247,142,1060,1,0,0,1,3
2062,240,14,186,71,1160,197,233,133,2046,0,0,0,1,2
2259,295,16,206,61,158,167,164,105,1473,0,0,0,1,3
3410,80,4,61,-12,1337,224,223,151,574,1,1,0,1,4
2417,190,8,331,33,1903,217,232,127,2528,0,0,0,0,7
3359,326,5,271,21,2473,233,248,200,1358,0,0,1,0,7
2882,76,15,192,32,4564,222,239,98,2363,1,0,1,0,7
2878,130,12,16,62,367,248,224,95,2069,1,0,1,0,2
2533,17,9,208,11,682,252,201,120,3417,0,0,0,1,7
2243,70,44,49,0,79,214,189,65,2027,0,0,0,1,6
3196,63,8,526,22,1551,230,216,136,3020,1,0,1,0,1
2295,64,34,204,5,673,252,186,93,770,0,0,0,1,6
2085,159,17,14,-2,692,238,210,121,964,1,0,0,1,6
3844,100,5,100,11,798,223,232,61,1433,0,0,0,1,5
3010,73,21,156,91,2435,247,194,73,2945,0,0,0,1,3
2794,166,10,131,-1,1443,215,175,124,4151,1,0,1,0,2
2688,140,8,174,-9,2667,233,224,148,2158,0,0,1,0,2
2974,106,30,179,-6,2075,251,218,123,1710,0,0,0,1,4
2041,262,12,495,-4,1895,242,229,146,1793,1,0,0,1,2
3331,161,10,49,0,1008,251,230,122,1825,0,0,1,0,2
2190,154,43,169,56,474,223,225,127,940,0,0,0,1,6
2209,16,19,209,-1,2467,238,228,119,443,1,0,0,1,4
2688,17,20,219,37,750,192,184,47,819,0,0,0,1,4
2913,63,4,43,-6,1737,244,223,70,1248,1,1,0,1,4
2722,31,32,92,-4,1534,246,213,83,1869,1,0,0,1,2
2088,124,21,592,39,1240,253,199,58,845,0,0,0,1,3
2920,77,30,186,30,686,204,242,127,808,0,0,0,1,4
2865,67,6,186,47,4046,228,225,142,1804,1,0,1,0,1
2865,67,15,157,5,976,252,188,141,3292,1,1,0,1,4
2595,10,3,91,-8,557,234,232,64,622,0,0,0,0,3
2664,194,15,211,-12,1798,231,158,98,2098,1,0,0,1,4
2772,49,41,175,1,778,244,214,56,1237,0,0,1,0,5
3483,177,8,150,2,2583,208,238,139,2832,0,0,1,0,1
2526,62,37,98,8,1208,247,231,166,678,0,0,0,1,6
2579,21,17,50,4,6650,245,207,122,2215,0,0,0,0,2
3409,35,6,397,39,4274,238,205,126,3706,1,0,1,0,1
2784,150,24,140,-8,1457,245,217,158,399,0,0,1,0,5
2197,85,29,455,10,849,247,199,132,1129,0,1,0,1,6
3074,7,9,112,-11,2483,251,198,79,3604,0,0,1,0,1
2553,100,22,348,13,1204,230,194,72,2579,1,0,1,0,2
2204,227,20,195,-6,3652,175,242,181,634,0,0,0,1,3
2460,278,42,162,24,1440,226,235,162,611,0,0,0,1,3
2608,8,9,298,-5,768,196,252,191,2015,0,0,1,0,5
2377,41,17,122,70,462,240,190,148,1005,0,0,0,1,4
1958,240,42,257,107,864,241,221,184,3616,0,0,0,0,3
2845,64,7,732,4,1080,230,214,82,1991,1,0,1,0,5
2943,44,18,62,14,2576,209,220,185,1104,1,0,0,0,6
3435,52,13,44,-3,4301,218,218,135,928,1,0,1,0,2
2706,44,14,263,69,1818,241,167,140,2442,0,0,1,0,2
2047,107,6,52,-4,756,238,165,101,208,0,0,0,1,3
