Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Wilderness_Area1,Wilderness_Area2,Wilderness_Area3,Wilderness_Area4,Cover_Type
2790,80,26,162,43,3087,244,185,56,1433,0,0,1,0,2
2768,23,7,120,15,516,216,225,145,2765,0,0,1,0,2
3203,264,5,446,32,5995,208,242,173,2118,1,0,0,0,2
3028,342,9,42,4,908,202,227,164,1369,0,1,0,0,2
2979,328,9,30,12,4236,198,230,171,1103,1,0,0,0,2
2925,24,17,513,130,3022,208,201,125,1065,0,0,1,0,2
2959,10,12,30,4,3320,207,216,145,6402,1,0,0,0,2
3158,264,21,433,92,5916,164,245,217,2049,1,0,0,0,2
2844,108,3,301,62,2514,225,236,146,3451,1,0,0,0,2
3240,54,10,511,92,6000,226,218,124,1984,1,0,0,0,2
2982,97,4,150,4,5110,226,234,143,6112,1,0,0,0,2
2936,330,4,277,0,1566,210,235,163,201,0,0,1,0,2
3131,13,4,150,-3,4010,215,231,152,1622,1,0,0,0,2
2522,347,13,277,53,108,196,219,162,480,0,0,0,1,2
3030,52,17,313,34,3717,226,202,104,4898,1,0,0,0,2
2917,278,10,85,20,1350,191,242,190,741,0,0,1,0,2
2713,348,13,390,19,882,194,217,161,999,1,0,0,0,2
2719,199,13,285,6,2089,215,251,168,1505,1,0,0,0,2
3146,83,15,582,100,272,240,212,97,1423,1,0,0,0,2
2652,130,11,335,18,759,239,234,123,1664,1,0,0,0,2
3233,27,4,30,4,5719,218,230,149,957,1,0,0,0,2
2977,11,10,499,82,1008,210,221,147,1616,0,0,1,0,2
2631,202,28,240,-104,892,194,251,175,828,0,0,1,0,2
2947,58,11,268,38,3538,228,218,122,2177,1,0,0,0,2
3056,228,12,420,127,6012,202,251,185,1608,1,0,0,0,2
3008,327,5,819,36,5738,208,234,165,6240,1,0,0,0,2
2972,121,8,108,18,4374,235,233,130,2079,1,0,0,0,2
3159,167,28,390,91,3565,230,237,118,942,0,0,1,0,2
2781,349,10,379,-6,845,202,223,160,962,0,0,1,0,2
2743,274,15,60,4,1421,178,242,203,2376,1,0,0,0,2
2969,115,20,150,43,5529,250,217,86,1401,1,0,0,0,2
2684,58,27,127,13,2687,227,172,61,1087,0,0,1,0,2
2869,50,16,67,4,1518,225,204,108,2257,1,0,0,0,2
2985,342,2,268,20,4892,214,235,159,5531,1,0,0,0,2
2748,162,5,228,25,2522,225,241,150,1777,1,0,0,0,2
2950,239,4,228,4,1825,212,243,169,1989,0,0,1,0,2
3113,162,8,270,4,6577,228,242,147,2700,1,0,0,0,2
2861,112,19,150,24,418,249,217,88,1680,1,0,0,0,2
2639,92,15,124,15,1307,242,215,98,319,1,0,0,0,2
2798,117,4,295,26,3019,227,236,143,6584,1,0,0,0,2
3044,242,16,721,144,5865,188,251,199,4086,1,0,0,0,2
3077,14,15,566,-2,3684,205,208,137,4551,1,0,0,0,2
3228,214,11,446,13,792,210,250,175,2160,0,0,1,0,2
2749,1,11,85,7,2785,204,219,152,5435,1,0,0,0,2
2958,211,1,108,5,1179,218,240,159,242,0,0,1,0,2
2929,251,14,792,283,1261,189,249,197,1854,0,0,1,0,2
2945,110,7,85,7,1289,233,232,132,2197,1,0,0,0,2
2950,262,14,95,20,2619,184,246,201,474,0,0,1,0,2
2717,64,13,360,93,1440,232,212,110,514,1,0,0,0,2
2894,8,9,30,0,4087,210,223,150,4052,1,0,0,0,2
2835,79,18,170,32,830,240,205,89,228,0,0,1,0,2
2668,9,17,390,73,1276,199,205,140,1813,1,0,0,0,2
3018,113,6,566,201,2006,231,234,136,2868,0,0,1,0,2
2822,31,10,175,26,2308,218,218,135,1868,1,0,0,0,2
3103,230,16,579,96,6089,194,253,193,1574,1,0,0,0,2
3126,45,1,255,11,2571,219,236,154,997,1,0,0,0,2
2895,204,24,60,24,1176,199,253,178,541,0,0,1,0,2
3020,9,21,153,29,134,191,192,133,1216,0,0,1,0,2
3067,18,8,85,5,1495,214,223,145,2305,1,0,0,0,2
2964,73,7,150,34,693,229,226,131,2294,1,0,0,0,2
2809,331,15,258,114,1113,182,219,176,430,0,0,1,0,2
3020,73,17,120,22,1001,237,206,94,2789,1,0,0,0,2
2566,62,21,60,23,1473,233,193,83,1855,0,0,1,0,2
2711,57,22,180,71,1224,229,189,82,924,0,0,1,0,2
3079,78,7,95,0,5049,229,228,132,2048,1,0,0,0,2
2991,245,15,630,91,5713,188,250,199,4468,1,0,0,0,2
2508,264,21,210,75,371,163,244,218,127,0,0,0,1,2
2998,164,18,182,29,4914,233,243,133,708,1,0,0,0,2
2672,30,10,564,-38,690,217,217,135,1812,1,0,0,0,2
3261,179,12,810,47,577,225,247,153,2739,0,0,1,0,2
2667,278,19,242,122,1182,165,239,213,1320,0,0,1,0,2
2647,11,1,95,-1,509,217,236,156,1405,1,0,0,0,2
3010,33,8,60,12,914,219,222,139,1507,0,0,1,0,2
2598,92,5,150,14,404,229,231,137,1415,1,0,0,0,2
3050,39,9,150,16,6652,221,220,134,3319,1,0,0,0,2
2907,301,12,242,0,2099,186,235,189,1235,0,0,1,0,2
2539,221,22,30,2,1591,188,254,195,1167,0,0,1,0,2
2726,21,12,277,39,1914,212,214,138,3730,1,0,0,0,2
2803,10,12,162,15,2446,207,216,145,3692,1,0,0,0,2
2998,340,17,30,14,1377,181,213,169,1455,0,0,1,0,2
2798,256,16,85,19,2190,181,248,204,918,0,0,1,0,2
3014,288,7,361,94,3085,201,240,178,930,0,0,1,0,2
2877,231,10,330,79,2024,204,249,182,836,0,0,1,0,2
2932,315,9,446,0,3663,196,233,176,5871,1,0,0,0,2
2830,41,11,604,-1,495,222,216,129,1172,0,0,1,0,2
2652,0,26,162,82,2221,172,181,139,2307,0,0,1,0,2
2803,114,16,30,-8,3216,246,222,99,2642,1,0,0,0,2
3098,210,10,404,57,503,212,250,172,1524,0,0,1,0,2
2906,225,1,331,6,4660,217,239,159,5071,1,0,0,0,2
2735,135,12,85,8,2780,239,234,123,4920,1,0,0,0,2
2705,143,11,430,19,1165,236,238,130,2026,1,0,0,0,2
2922,236,9,240,22,5341,205,248,181,4692,1,0,0,0,2
2597,353,22,342,4,618,176,195,153,1593,0,0,1,0,2
2952,325,11,376,55,3941,191,227,176,5410,1,0,0,0,2
2983,33,17,743,164,1396,214,201,118,2670,0,0,1,0,2
2676,355,3,342,81,1140,215,234,157,1181,1,0,0,0,2
2790,83,13,268,157,1436,238,217,108,872,0,0,1,0,2
2833,288,36,700,340,937,101,212,238,1846,0,0,1,0,2
2681,63,21,270,-4,1025,233,193,82,1931,1,0,0,0,2
2552,48,20,67,21,768,223,193,96,1006,0,0,1,0,2
2911,181,22,182,60,5467,222,248,148,649,1,0,0,0,2
3302,258,16,418,73,3274,179,248,206,1266,0,0,1,0,2
3194,76,13,150,-11,1687,236,216,109,1565,1,0,0,0,2
3149,38,11,150,33,390,220,216,130,2313,0,1,0,0,2
3005,57,5,162,12,751,223,229,142,2518,1,0,0,0,2
2715,330,29,150,44,1463,139,191,184,1506,0,0,1,0,2
2988,132,13,360,-10,4953,240,233,121,2932,1,0,0,0,2
3004,141,13,124,3,3500,239,236,124,5934,1,0,0,0,2
2901,148,12,277,82,2080,236,239,131,1061,0,0,1,0,2
2827,0,9,480,63,1914,207,223,154,1074,0,0,1,0,2
3201,330,16,698,125,330,181,220,177,1924,0,0,1,0,2
3047,90,1,601,82,5502,221,236,151,6177,1,0,0,0,2
2993,8,5,42,2,2820,214,230,153,1632,1,0,0,0,2
2931,308,23,218,67,1892,152,220,205,1054,0,0,1,0,2
3278,72,14,216,45,2084,236,211,103,1276,1,0,0,0,2
2819,90,10,192,-1,2551,235,224,120,2467,1,0,0,0,2
2901,245,26,630,-35,3697,159,249,220,1464,0,0,1,0,2
3053,2,7,268,25,967,211,227,154,1205,0,1,0,0,2
3240,70,16,277,32,3352,235,208,100,2981,0,0,1,0,2
2985,238,20,255,-37,3126,180,253,206,1926,0,0,1,0,2
2783,32,6,42,-7,1403,219,226,144,2326,1,0,0,0,2
2726,66,8,360,18,1110,229,224,128,2139,1,0,0,0,2
2982,9,5,408,6,5250,215,230,153,1510,1,0,0,0,2
2742,33,5,323,28,1338,219,229,147,2308,1,0,0,0,2
3276,164,15,454,138,931,233,243,137,2363,1,0,0,0,2
2970,224,15,180,26,95,199,253,187,1146,0,0,1,0,2
2857,232,14,85,16,743,197,252,191,242,0,0,1,0,2
3088,259,22,150,32,778,163,246,219,1530,0,0,1,0,2
2595,44,13,295,70,1150,222,211,121,1184,0,0,1,0,2
2929,246,10,361,13,5575,199,248,187,3707,1,0,0,0,2
2798,197,13,120,22,1860,216,251,167,2248,0,0,1,0,2
3179,74,16,127,31,5580,238,208,96,2168,1,0,0,0,2
2793,97,8,212,36,2014,234,228,127,2933,1,0,0,0,2
3086,262,14,120,18,5511,184,246,201,2561,1,0,0,0,2
3077,80,4,466,78,5440,225,232,142,3538,1,0,0,0,2
2946,31,3,404,56,3163,219,233,151,2014,1,0,0,0,2
2908,129,3,283,4,3931,225,237,147,4105,1,0,0,0,2
2835,297,2,0,0,636,213,238,163,300,0,0,1,0,2
2731,63,12,417,-12,890,230,216,117,2508,1,0,0,0,2
2964,210,10,218,27,3923,212,250,172,2195,1,0,0,0,2
2896,121,11,390,80,3524,238,231,122,3121,1,0,0,0,2
2604,338,13,376,16,1044,190,220,169,1679,1,0,0,0,2
3220,185,20,400,-26,2925,219,249,154,162,0,0,1,0,2
2950,305,13,30,7,2584,183,232,189,691,0,0,1,0,2
2614,2,28,120,35,1784,169,175,133,1376,0,0,1,0,2
2891,56,15,212,41,601,229,207,107,335,0,0,1,0,2
2605,47,17,127,27,967,224,201,107,1441,0,0,1,0,2
2936,283,8,560,30,5597,199,241,181,1982,1,0,0,0,2
2785,121,10,433,55,2835,237,232,126,1840,0,0,1,0,2
2809,315,8,150,17,1698,200,234,174,1475,1,0,0,0,2
2953,260,26,124,54,5564,148,243,228,955,1,0,0,0,2
2542,107,10,60,1,488,237,228,121,2192,1,0,0,0,2
2682,16,9,457,87,1015,212,222,146,1226,1,0,0,0,2
2458,157,16,190,54,938,236,241,129,1292,0,0,1,0,3
2352,183,13,175,26,1114,223,248,155,60,0,0,0,1,3
2534,235,30,134,71,1463,154,249,219,1234,0,0,1,0,3
2561,339,16,421,74,900,184,215,169,1150,0,0,0,1,3
2565,5,11,350,-32,1243,205,218,149,1150,0,0,1,0,3
2593,23,20,175,73,1396,203,192,119,589,0,0,1,0,3
2459,310,21,283,45,180,159,221,200,638,0,0,0,1,3
2090,113,35,295,156,309,254,182,24,466,0,0,0,1,3
2593,350,20,124,48,1406,178,201,158,607,0,0,1,0,3
2229,281,17,272,157,90,171,239,207,467,0,0,0,1,3
2450,128,8,201,54,912,234,235,133,1040,0,0,0,1,3
2824,99,20,595,195,2635,248,209,81,1917,0,0,1,0,3
2359,313,26,90,29,674,142,210,204,437,0,0,0,1,3
2538,206,23,108,34,1064,199,254,180,1584,0,0,1,0,3
2190,2,20,30,1,120,189,199,144,671,0,0,0,1,3
2436,87,30,124,47,765,247,175,35,1180,0,0,1,0,3
2444,290,19,182,54,277,162,233,210,497,0,0,0,1,3
2541,135,17,300,105,300,244,230,109,361,0,0,1,0,3
2083,316,22,30,0,150,156,215,197,721,0,0,0,1,3
2774,69,16,342,55,2947,235,207,99,1358,0,0,1,0,3
2575,233,9,443,90,2419,205,249,180,510,0,0,1,0,3
2386,347,21,95,54,787,175,202,161,420,0,0,0,1,3
2403,358,16,108,22,854,193,209,152,454,0,0,0,1,3
2390,252,26,218,61,268,153,247,225,633,0,0,0,1,3
2852,138,11,612,122,2825,237,236,128,1818,0,0,1,0,3
2623,206,16,342,76,1068,208,253,176,997,0,0,1,0,3
2286,331,24,443,199,600,157,203,181,433,0,0,0,1,3
2677,106,4,150,19,1765,227,234,142,124,0,0,1,0,3
2537,344,12,466,50,957,196,222,164,1245,0,0,0,1,3
2348,62,9,127,19,1307,228,221,125,255,0,0,0,1,3
2465,270,17,216,51,210,174,244,208,721,0,0,0,1,3
2224,288,36,242,121,531,98,210,239,547,0,0,0,1,3
2631,194,7,90,-8,1134,219,246,162,811,0,0,1,0,3
2059,44,27,150,94,180,215,171,75,108,0,0,0,1,3
2571,176,24,400,115,979,224,244,138,1020,0,0,1,0,3
2378,326,25,150,73,277,149,203,189,212,0,0,0,1,3
2360,255,21,509,151,258,168,248,215,713,0,0,0,1,3
2456,129,20,67,0,816,248,224,95,937,0,0,1,0,3
2412,120,32,247,75,319,254,194,40,819,0,0,1,0,3
1989,58,41,124,72,162,213,123,5,518,0,0,0,1,3
2259,227,34,492,-70,552,152,247,213,841,0,0,0,1,3
2487,182,23,67,16,1385,220,248,149,543,0,0,1,0,3
2637,148,22,342,78,1655,243,232,106,2375,0,0,1,0,3
2519,324,29,30,30,1589,135,196,193,458,0,0,1,0,3
2494,278,7,323,51,42,202,241,179,1668,0,0,0,1,3
2192,25,36,324,109,371,177,139,75,679,0,0,0,1,3
2568,63,6,573,14,1209,226,227,135,1490,0,0,1,0,3
2299,217,24,162,83,994,187,254,193,510,0,0,0,1,3
2137,344,39,85,28,671,117,152,154,510,0,0,0,1,3
2560,41,5,384,23,1115,220,229,145,1216,0,0,1,0,3
2347,13,30,182,90,1477,177,165,111,939,0,0,0,1,3
2685,143,23,124,38,2197,245,228,99,2463,0,0,1,0,3
2495,312,14,175,29,1293,182,229,187,875,0,0,1,0,3
2626,177,20,60,21,2040,225,247,145,1517,0,0,1,0,3
2536,228,21,376,57,840,184,254,200,1458,0,0,1,0,3
2538,175,8,30,-3,2268,225,244,153,2154,0,0,1,0,3
2674,132,18,212,95,1699,246,228,103,1128,0,0,1,0,3
2600,72,15,258,72,543,236,210,102,1570,0,0,1,0,3
2152,312,21,466,150,569,158,219,199,297,0,0,0,1,3
2610,198,12,430,92,2368,216,250,167,430,0,0,1,0,3
2354,292,17,511,229,787,171,235,203,1470,0,0,0,1,3
2123,105,19,242,90,339,249,212,83,342,0,0,0,1,3
2312,53,10,297,34,870,226,218,126,633,0,0,0,1,3
2330,309,21,228,83,721,159,222,201,404,0,0,0,1,3
1947,341,32,30,24,60,139,177,167,644,0,0,0,1,3
2183,338,28,335,179,384,149,190,173,459,0,0,0,1,3
2636,188,5,60,-3,1123,220,244,159,750,0,0,1,0,3
2446,190,25,108,42,1194,211,250,159,1050,0,0,1,0,3
2346,293,22,532,208,626,151,228,215,1620,0,0,0,1,3
2751,69,3,182,23,904,223,233,145,457,0,0,1,0,3
2325,28,29,277,168,1158,194,163,89,1319,0,0,0,1,3
2335,80,13,85,3,30,237,217,109,760,0,0,0,1,3
2044,39,40,124,100,150,188,124,38,234,0,0,0,1,3
2363,159,19,108,59,726,236,240,126,666,0,0,0,1,3
2556,207,24,127,42,1020,196,253,181,1637,0,0,1,0,3
2405,27,8,484,111,552,217,223,142,1045,0,0,0,1,3
2346,110,9,30,6,1382,236,230,126,484,0,0,0,1,3
2766,328,11,514,86,1570,194,228,173,1860,0,0,1,0,3
2420,88,16,150,39,997,242,211,93,914,0,0,0,1,3
2598,189,35,30,-11,2093,198,240,148,514,0,0,1,0,3
2162,343,22,234,22,551,170,200,165,693,0,0,0,1,3
2618,103,20,677,18,706,249,211,81,1236,0,0,1,0,3
2445,106,25,240,108,404,253,201,61,882,0,0,1,0,3
2473,126,28,295,70,1216,253,207,61,1243,0,0,1,0,3
2715,150,12,466,-20,641,235,240,133,247,0,0,1,0,3
2831,103,22,510,189,2379,250,206,73,2055,0,0,1,0,3
2290,268,14,180,28,234,184,245,199,342,0,0,0,1,3
2599,295,11,330,112,797,190,237,187,1041,0,0,0,1,3
2306,106,38,170,78,1641,252,168,0,255,0,0,0,1,3
2271,344,32,175,127,1126,139,171,159,1505,0,0,0,1,3
2313,22,11,95,11,1022,213,217,139,201,0,0,0,1,3
2704,167,13,42,4,1082,230,244,144,484,0,0,1,0,3
2328,130,30,127,66,1361,252,206,58,553,0,0,0,1,3
2194,23,31,212,119,720,185,157,91,395,0,0,0,1,3
2305,355,18,108,14,994,188,206,153,242,0,0,0,1,3
2596,175,11,210,59,1594,226,246,151,1597,0,0,1,0,3
2658,142,17,300,79,1550,242,234,115,993,0,0,1,0,3
2312,325,32,85,3,1307,127,188,191,934,0,0,0,1,3
2365,344,25,330,221,1040,162,192,163,1304,0,0,0,1,3
2145,295,13,30,2,1215,184,236,192,552,0,0,0,1,3
2699,132,21,285,114,1956,248,224,94,2681,0,0,1,0,3
1935,171,15,124,36,150,229,246,144,808,0,0,0,1,3
2494,310,17,277,27,90,171,226,194,595,0,0,0,1,3
2322,317,19,300,126,716,165,219,192,525,0,0,0,1,3
2430,201,13,85,4,1839,214,251,169,127,0,0,1,0,3
2055,341,36,175,128,192,123,162,163,703,0,0,0,1,3
2434,188,13,503,128,899,220,249,160,1209,0,0,0,1,3
2388,273,17,95,5,570,174,243,208,914,0,0,1,0,3
2483,296,13,242,51,607,182,235,193,1485,0,0,0,1,3
2669,50,7,300,43,1818,224,225,136,2251,0,0,1,0,3
2155,126,27,212,146,437,252,211,68,454,0,0,0,1,3
2454,121,10,361,207,1591,237,232,125,408,0,0,0,1,3
2400,246,22,0,0,600,168,250,215,1095,0,0,1,0,3
2066,115,29,268,109,306,254,198,49,360,0,0,0,1,3
2639,6,12,335,86,577,205,217,148,1087,0,0,1,0,3
2310,64,17,134,63,716,233,203,96,600,0,0,0,1,3
2566,225,40,108,66,1552,136,240,212,1218,0,0,1,0,3
1991,49,40,85,71,124,204,125,21,379,0,0,0,1,3
2278,1,28,85,34,1218,168,175,135,570,0,0,0,1,3
2347,42,11,201,60,503,222,216,128,633,0,0,0,1,3
2174,61,12,30,0,324,230,215,116,511,0,0,0,1,3
2431,23,16,210,61,1036,208,203,128,934,0,0,0,1,3
2551,171,28,342,-48,371,226,239,124,1050,0,0,1,0,3
2359,71,11,67,10,1276,233,218,115,600,0,0,0,1,3
2609,107,30,90,29,1613,254,189,40,1158,0,0,1,0,3
2719,155,20,443,-10,2352,239,237,118,2292,0,0,1,0,3
2584,338,25,277,97,832,158,196,172,1150,0,0,0,1,3
2022,245,33,90,26,162,134,243,232,365,0,0,0,1,3
2124,308,34,175,89,446,108,196,218,421,0,0,0,1,3
2721,172,20,420,87,2416,229,245,139,2240,0,0,1,0,3
2609,199,31,301,153,1064,193,248,169,1103,0,0,1,0,3
2112,292,31,150,33,679,119,216,229,569,0,0,0,1,3
2493,222,29,124,79,1594,170,252,203,551,0,0,1,0,3
2354,69,17,60,13,366,236,205,95,781,0,0,1,0,3
2380,300,24,134,42,1383,147,222,212,825,0,0,0,1,3
2423,55,26,297,60,698,225,174,66,693,0,0,0,1,3
2492,143,27,127,46,664,246,223,87,811,0,0,1,0,3
2406,70,5,255,0,543,225,230,140,849,0,0,1,0,3
2637,78,10,469,63,1052,234,221,118,900,0,0,1,0,3
2491,175,28,285,107,295,223,241,131,938,0,0,1,0,3
2286,305,28,150,-11,497,133,213,214,492,0,0,0,1,3
2057,264,25,270,62,330,150,242,226,242,0,0,0,1,3
2207,251,21,319,163,361,170,249,214,850,0,0,0,1,3
2275,123,32,60,18,1050,254,199,47,924,0,0,0,1,3
2481,60,30,283,114,649,228,165,49,751,0,0,0,1,3
2529,219,32,270,103,2042,166,249,201,192,0,0,1,0,3
2074,75,20,277,155,309,240,199,81,591,0,0,0,1,3
2525,81,20,150,35,1091,243,199,77,871,0,0,1,0,3
2338,266,4,0,0,319,210,241,169,693,0,0,1,0,3
2219,188,18,216,83,127,219,250,159,361,0,0,0,1,3
2400,169,9,30,2,1048,227,244,149,1190,0,0,1,0,3
2632,125,13,470,93,1648,241,230,116,2081,0,0,1,0,3
2558,189,29,90,28,1082,208,247,154,1399,0,0,1,0,3
2281,248,17,190,71,768,181,250,206,751,0,0,0,1,3
2547,186,15,0,0,1498,221,250,158,726,0,0,1,0,3
2146,291,39,90,65,1397,85,200,239,883,0,0,0,1,3
2552,112,5,607,7,960,229,234,139,1207,0,0,1,0,3
2352,326,22,120,30,95,162,210,186,488,0,0,0,1,3
2760,95,27,361,127,2455,251,188,47,2160,0,0,1,0,3
2025,95,36,127,77,175,249,163,10,497,0,0,0,1,3
2221,63,34,95,60,666,226,150,28,674,0,0,0,1,3
2653,185,27,180,68,1776,214,247,149,2750,0,0,1,0,3
2332,72,7,255,46,525,228,227,133,633,0,0,0,1,3
2283,272,26,85,28,541,143,237,228,1772,0,0,0,1,3
2331,59,8,234,47,566,227,223,130,661,0,0,0,1,3
2402,305,20,127,20,324,161,225,203,793,0,0,0,1,3
2337,356,15,127,51,402,196,213,154,560,0,0,0,1,3
2475,294,19,247,32,240,164,232,207,1740,0,0,0,1,3
2324,250,13,331,100,816,191,249,196,85,0,0,0,1,3
2658,20,7,234,46,1179,215,225,147,845,0,0,1,0,3
2209,263,36,95,67,750,111,231,244,600,0,0,0,1,3
2550,151,11,150,24,541,234,240,135,968,0,0,0,1,3
2143,165,21,60,18,424,233,241,129,474,0,0,0,1,3
2323,355,21,404,214,1114,180,197,151,1266,0,0,0,1,3
2424,301,29,283,212,1207,128,213,220,930,0,0,0,1,3
2395,331,6,376,108,1142,205,232,166,1140,0,0,0,1,3
2379,319,25,150,52,150,148,208,196,469,0,0,0,1,3
2382,63,20,120,12,450,233,194,84,845,0,0,1,0,3
2554,238,16,313,55,2377,189,252,198,531,0,0,1,0,3
2416,281,17,240,77,42,171,239,207,560,0,0,0,1,3
2476,31,30,108,14,552,197,162,84,1084,0,0,0,1,3
2285,56,24,335,78,301,228,181,73,1565,0,0,0,1,3
2577,162,3,42,0,752,222,240,153,1261,0,0,1,0,3
2503,221,31,162,82,1095,166,250,204,1337,0,0,1,0,3
2163,346,39,85,52,592,117,148,150,351,0,0,0,1,3
2473,105,32,201,79,967,254,182,29,962,0,0,1,0,3
2417,87,9,216,63,218,233,226,125,511,0,0,0,1,3
2522,159,10,277,36,934,231,242,142,1091,0,0,1,0,3
2123,313,20,285,120,342,162,220,196,693,0,0,0,1,3
2471,232,21,480,63,437,182,254,203,1128,0,0,1,0,3
2131,253,37,42,28,579,113,234,241,659,0,0,0,1,3
2354,32,25,175,97,1441,206,178,96,1006,0,0,0,1,3
2315,19,30,242,158,1200,183,163,101,1339,0,0,0,1,3
2227,342,26,60,30,787,159,192,166,509,0,0,0,1,3
2122,8,26,295,92,384,179,178,127,300,0,0,0,1,3
2078,18,24,256,156,295,194,183,117,680,0,0,0,1,3
2297,55,22,30,17,1283,227,186,81,872,0,0,0,1,3
2657,186,9,0,0,1935,222,247,159,1800,0,0,1,0,3
2335,71,26,108,19,1036,238,178,55,882,0,0,0,1,3
2144,295,32,268,248,295,117,213,227,190,0,0,0,1,3
2376,288,24,134,34,1206,146,229,220,1020,0,0,0,1,3
2488,132,30,67,28,1034,251,209,62,1419,0,0,1,0,3
2165,241,14,67,13,1195,192,251,196,532,0,0,0,1,3
2324,352,25,0,0,1350,169,189,152,883,0,0,0,1,3
2681,315,7,127,24,1812,202,235,172,1711,0,0,1,0,3
2263,241,10,150,25,390,202,248,184,511,0,0,0,1,3
2390,88,19,175,24,618,244,206,84,658,0,0,0,1,3
2191,100,13,30,8,162,241,222,110,342,0,0,0,1,3
2147,161,34,242,128,518,231,224,94,234,0,0,0,1,3
2594,225,11,242,47,1176,206,250,181,1071,0,0,1,0,3
2564,57,8,0,0,1550,226,223,132,1189,0,0,1,0,3
2746,130,11,391,162,1608,239,234,123,1106,0,0,1,0,3
2407,203,10,180,56,390,215,249,168,713,0,0,1,0,3
2386,106,24,124,41,540,252,202,64,454,0,0,0,1,3
2378,50,20,175,37,904,224,191,92,708,0,0,0,1,3
2654,205,33,124,77,2040,181,247,179,420,0,0,1,0,3
2239,227,27,108,56,964,172,253,207,511,0,0,0,1,3
2194,346,35,90,39,1374,132,162,153,1158,0,0,0,1,3
2086,65,17,306,166,335,234,202,95,604,0,0,0,1,3
2613,160,15,210,85,955,234,242,135,1332,0,0,1,0,3
2263,339,13,400,56,330,191,221,168,1631,0,0,0,1,3
2337,31,26,108,73,1664,203,174,94,816,0,0,0,1,3
2635,152,19,655,227,633,240,237,118,1320,0,0,1,0,3
2079,294,26,108,75,277,137,222,221,509,0,0,0,1,3
2691,90,9,382,28,886,235,225,121,1179,0,0,1,0,3
2592,207,14,108,37,1323,209,252,175,361,0,0,1,0,3
2552,213,17,153,55,1031,202,254,183,1355,0,0,1,0,3
2000,66,37,108,17,170,227,140,12,573,0,0,0,1,3
2670,153,16,124,14,1061,237,239,127,601,0,0,1,0,3
2518,359,12,573,263,600,202,219,153,601,0,0,0,1,3
2352,264,7,313,156,824,202,244,181,624,0,0,0,1,3
2595,198,39,67,30,2678,178,239,164,962,0,0,1,0,3
1989,163,19,0,0,309,234,241,129,510,0,0,0,1,3
2040,239,29,95,42,268,153,249,222,443,0,0,0,1,3
2465,64,31,300,114,726,230,163,42,1301,0,0,0,1,3
2459,118,26,300,122,404,254,206,62,900,0,0,1,0,3
2343,215,15,150,41,1146,205,253,181,95,0,0,0,1,3
2604,68,14,192,59,2683,234,210,105,750,0,0,1,0,3
2552,82,37,127,61,1583,241,150,0,949,0,0,1,0,3
2114,336,35,108,70,150,122,170,174,886,0,0,0,1,3
2534,26,12,60,6,1233,214,214,134,1503,0,0,1,0,3
2600,229,32,247,100,1110,156,249,214,1148,0,0,1,0,3
2204,315,29,342,172,418,129,201,205,218,0,0,0,1,3
2387,356,13,323,130,1266,199,217,155,1110,0,0,0,1,3
2419,54,27,342,29,1128,224,171,65,799,0,0,0,1,3
2463,283,18,192,38,495,167,238,209,1784,0,0,0,1,3
2553,122,12,190,27,537,240,231,119,920,0,0,0,1,3
2509,250,24,469,-90,451,160,248,220,1115,0,0,1,0,3
2068,157,40,90,49,510,228,210,72,323,0,0,0,1,3
2266,308,34,242,117,1165,109,197,217,720,0,0,0,1,3
2016,2,17,350,36,467,194,206,147,390,0,0,0,1,3
2415,240,24,30,11,911,167,251,215,1230,0,0,1,0,3
2553,117,17,67,8,1731,246,222,99,1710,0,0,1,0,3
2485,7,16,180,60,1549,199,206,142,391,0,0,1,0,3
2332,162,19,218,88,892,235,241,129,382,0,0,0,1,3
2467,13,8,190,71,720,212,223,148,1513,0,0,0,1,3
2495,302,22,240,81,192,152,223,209,774,0,0,0,1,3
2340,26,15,371,133,120,212,206,128,1503,0,0,0,1,3
2196,359,23,175,35,616,179,190,143,671,0,0,0,1,3
2425,172,5,0,0,630,223,242,154,660,0,0,1,0,3
2213,224,35,492,161,534,153,247,210,900,0,0,0,1,3
2704,301,4,216,26,2058,208,238,168,1670,0,0,1,0,3
2485,86,26,216,42,864,247,187,53,674,0,0,0,1,3
2330,23,25,319,120,1104,197,178,107,85,0,0,0,1,3
2434,225,35,30,23,1518,151,247,212,576,0,0,1,0,3
2471,127,20,85,16,797,248,223,94,765,0,0,1,0,3
2155,252,29,277,157,430,142,244,230,531,0,0,0,1,3
2503,157,17,150,9,1100,237,240,127,618,0,0,1,0,3
2098,84,16,30,-22,485,241,211,95,677,0,0,0,1,3
2207,94,37,426,257,450,248,159,0,365,0,0,0,1,3
2407,212,7,0,0,750,214,247,169,1063,0,0,1,0,3
2782,106,21,376,149,2375,250,210,79,2173,0,0,1,0,3
2535,75,21,153,45,1107,240,196,77,841,0,0,1,0,3
2429,2,23,503,239,1252,181,189,140,400,0,0,0,1,3
2091,310,30,124,57,492,127,205,211,481,0,0,0,1,3
2309,264,17,300,47,201,176,246,208,391,0,0,0,1,3
2395,83,23,150,-4,541,244,194,68,537,0,0,0,1,3
2108,355,17,331,181,366,190,207,153,716,0,0,0,1,3
