holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,traffic_volume,year,month,day,hour,dayofweek
,275.08,0.0,0.0,90,Snow,light snow,317,2015,10,29,1,3
,285.57,1.02,0.0,90,Rain,moderate rain,1734,2016,4,24,7,6
,272.85,0.0,0.0,90,Mist,mist,4799,2013,1,28,14,0
,289.27,0.25,0.0,90,Haze,haze,4980,2018,9,19,14,2
,274.17,0.0,0.0,8,Clear,sky is clear,952,2017,2,19,1,6
,302.67,0.0,0.0,8,Clear,sky is clear,2982,2013,7,6,19,5
,272.54,0.0,0.0,90,Snow,light snow,2842,2016,1,7,5,3
,269.62,0.0,0.0,40,Clouds,scattered clouds,3826,2013,3,4,10,0
,265.94,0.0,0.0,1,Clear,sky is clear,252,2012,11,14,2,2
,294.73,0.0,0.0,20,Clouds,few clouds,4806,2016,6,24,10,4
,255.72,0.0,0.0,75,Clouds,broken clouds,4238,2017,1,4,18,2
,272.46,0.0,0.0,1,Clear,sky is clear,1139,2015,11,19,23,3
,290.22,0.0,0.0,1,Clear,sky is clear,1043,2018,7,2,0,0
,296.43,0.0,0.0,75,Thunderstorm,thunderstorm with rain,6778,2017,9,22,7,4
,280.9,0.0,0.0,90,Clouds,overcast clouds,684,2013,4,27,5,5
,273.55,0.0,0.0,90,Clouds,overcast clouds,556,2018,3,20,0,1
,253.9,0.0,0.0,1,Clear,sky is clear,2846,2017,12,26,19,1
,293.82,0.0,0.0,5,Clear,sky is clear,2640,2018,7,1,21,6
,270.01,0.0,0.0,1,Clear,sky is clear,5784,2017,11,3,8,4
,301.95,0.0,0.0,0,Clear,Sky is Clear,5131,2016,6,19,11,6
,285.65,0.0,0.0,90,Clouds,overcast clouds,706,2017,5,25,0,3
,257.89,0.0,0.0,40,Clouds,scattered clouds,5891,2013,1,24,17,3
,296.15,0.0,0.0,1,Clear,sky is clear,1189,2018,7,9,23,0
,252.77,0.0,0.0,100,Clouds,overcast clouds,627,2013,2,1,0,4
,287.61,0.0,0.0,90,Drizzle,light intensity drizzle,4506,2017,9,26,10,1
,273.27,0.0,0.0,40,Clouds,scattered clouds,2640,2014,2,18,21,1
,272.35,0.0,0.0,75,Mist,mist,216,2017,1,17,2,1
,276.05,0.0,0.0,90,Mist,mist,3789,2013,1,12,18,5
,290.04,0.0,0.0,1,Clear,sky is clear,389,2013,5,15,1,2
,275.83,0.0,0.0,90,Clouds,overcast clouds,4497,2013,4,18,10,3
,295.209,0.0,0.0,92,Rain,light rain,2456,2016,7,17,9,6
,284.95,0.47,0.0,68,Mist,mist,2404,2014,5,19,21,0
,278.88,0.0,0.0,1,Clear,sky is clear,377,2016,11,13,4,6
,269.93,0.0,0.0,93,Clouds,overcast clouds,291,2012,12,9,4,6
,289.33,0.0,0.0,1,Clear,sky is clear,390,2016,4,17,4,6
,258.39,0.0,0.0,90,Clouds,overcast clouds,4285,2012,12,27,8,3
,274.71,0.0,0.0,90,Clouds,overcast clouds,6364,2016,12,1,7,3
,293.63,0.0,0.0,0,Clear,Sky is Clear,4322,2016,8,15,9,0
,278.89,0.0,0.0,90,Rain,moderate rain,5719,2015,11,12,6,3
,299.94,0.0,0.0,40,Clouds,scattered clouds,6138,2017,8,2,17,2
,273.22,0.0,0.0,90,Rain,light rain,1773,2018,4,13,22,4
,258.17,0.25,0.0,64,Rain,light rain,1922,2014,1,25,23,5
,273.21,0.0,0.0,90,Snow,heavy snow,4755,2013,4,15,12,0
,269.09,0.0,0.0,90,Mist,mist,4878,2018,1,24,14,2
,275.35,0.0,0.0,1,Clear,sky is clear,223,2017,3,20,2,0
,290.78,0.0,0.0,40,Clouds,scattered clouds,6027,2015,8,6,7,3
,296.76,0.25,0.0,90,Rain,light rain,4110,2018,9,3,13,0
,263.75,0.0,0.0,75,Clouds,broken clouds,769,2018,1,7,6,6
,274.29,0.0,0.0,1,Haze,haze,4931,2016,2,18,11,3
,271.95,0.0,0.0,90,Clouds,overcast clouds,555,2016,2,25,0,3
,248.13,0.0,0.0,1,Clear,sky is clear,4504,2013,12,31,19,1
,295.87,0.0,0.0,0,Clear,Sky is Clear,5193,2013,7,22,13,0
,294.75,0.0,0.0,40,Thunderstorm,proximity thunderstorm,3206,2016,9,16,19,4
,278.07,1.69,0.0,90,Mist,mist,5340,2016,5,13,8,4
,277.76,0.0,0.0,1,Clear,sky is clear,6049,2015,11,11,6,2
,287.76,0.0,0.0,90,Clouds,overcast clouds,293,2015,8,25,2,1
,294.22,0.0,0.0,1,Clear,sky is clear,5311,2014,8,6,9,2
,291.86,0.0,0.0,64,Rain,light rain,4452,2016,10,4,12,1
,279.26,0.0,0.0,1,Clear,sky is clear,368,2015,10,3,4,5
,273.31,0.0,0.0,20,Clouds,few clouds,2929,2012,11,2,21,4
,278.09,0.0,0.0,1,Clear,sky is clear,5686,2018,3,17,13,5
,272.82,0.0,0.0,1,Mist,mist,1662,2017,1,18,22,2
,275.21,0.0,0.0,75,Rain,moderate rain,326,2016,11,29,3,1
,287.46,0.0,0.0,0,Clear,Sky is Clear,310,2013,7,25,2,3
,255.22,0.0,0.0,1,Clear,sky is clear,2409,2016,12,14,21,2
,275.15,0.0,0.0,1,Haze,haze,329,2015,11,25,2,2
,274.42,0.0,0.0,64,Fog,fog,4524,2013,12,3,10,1
,261.72,0.0,0.0,90,Mist,mist,425,2016,12,17,1,5
,289.43,0.0,0.0,1,Clear,sky is clear,1842,2015,7,6,22,0
,285.91,0.7,0.0,90,Drizzle,drizzle,3243,2016,5,11,19,2
,286.14,0.25,0.0,92,Rain,moderate rain,4295,2014,5,19,10,0
,262.62,0.0,0.0,1,Clear,sky is clear,303,2015,11,28,4,5
,274.28,0.0,0.0,75,Clouds,broken clouds,1728,2017,11,8,22,2
,286.62,0.0,0.0,1,Clear,sky is clear,372,2017,8,23,3,2
,296.18,0.0,0.0,1,Clear,sky is clear,4459,2015,9,15,10,1
,254.55,0.0,0.0,1,Clear,sky is clear,245,2018,1,17,2,2
,295.61,0.0,0.0,75,Rain,light rain,3551,2017,6,30,19,4
,267.5,0.0,0.0,90,Mist,mist,4823,2016,1,21,9,3
,280.02,0.0,0.0,90,Clouds,overcast clouds,4539,2017,4,10,11,0
,257.96,0.0,0.0,64,Clouds,broken clouds,305,2014,1,15,2,2
,258.78,0.0,0.0,64,Clouds,broken clouds,4435,2014,1,25,13,5
,290.1,0.0,0.0,1,Mist,mist,2668,2016,5,28,22,5
,287.27,0.0,0.0,1,Clear,sky is clear,428,2016,6,29,1,2
,268.41,0.0,0.0,90,Snow,heavy snow,1684,2012,12,10,22,0
,268.12,0.0,0.0,90,Snow,heavy snow,790,2012,12,19,4,2
,275.49,0.0,0.0,90,Rain,light rain,3590,2013,3,10,18,6
,285.81,0.0,0.0,90,Mist,mist,1381,2016,4,21,0,3
,279.72,0.0,0.0,90,Rain,heavy intensity rain,5923,2016,3,30,8,2
,291.53,0.0,0.0,1,Mist,mist,446,2015,8,8,3,5
,294.38,0.25,0.0,90,Thunderstorm,proximity thunderstorm,5428,2015,9,2,9,2
,287.93,0.0,0.0,90,Mist,mist,3364,2016,9,17,8,5
,289.66,0.0,0.0,40,Clouds,scattered clouds,929,2018,5,17,4,3
,262.75,0.0,0.0,64,Snow,light snow,462,2013,12,25,6,2
,270.79,0.0,0.0,90,Snow,light snow,826,2017,12,9,1,5
,277.22,0.0,0.0,90,Snow,light snow,5501,2016,3,17,13,3
,282.87,0.0,0.0,0,Clear,Sky is Clear,810,2016,9,30,4,4
,256.18,0.0,0.0,64,Snow,light snow,364,2013,12,12,1,3
,281.3,0.0,0.0,1,Clear,sky is clear,353,2017,4,24,1,0
,279.15,0.0,0.0,1,Clear,sky is clear,5953,2017,6,1,6,3
,262.29,0.0,0.0,64,Clouds,broken clouds,4343,2014,1,4,16,5
,263.47,0.0,0.0,0,Clear,sky is clear,264,2013,2,13,2,2
,282.61,0.0,0.0,40,Mist,mist,583,2017,9,7,0,3
,274.9,0.0,0.0,90,Mist,mist,2599,2016,11,24,11,3
,282.55,0.0,0.0,0,Clear,Sky is Clear,852,2016,10,3,4,0
,300.8,0.0,0.0,0,Clear,Sky is Clear,5862,2016,6,9,15,3
,267.87,0.0,0.0,1,Clear,sky is clear,2785,2018,3,14,5,2
,284.65,0.0,0.0,1,Clear,sky is clear,4541,2018,4,22,11,6
,293.931,0.0,0.0,8,Clear,sky is clear,3471,2016,7,15,19,4
,265.29,0.0,0.0,75,Haze,haze,4506,2018,1,28,12,6
,279.08,0.0,0.0,40,Clouds,scattered clouds,6089,2017,5,2,8,1
,286.88,0.0,0.0,40,Mist,mist,350,2017,8,7,3,0
,285.39,0.56,0.0,90,Mist,mist,5899,2014,5,12,17,0
,270.15,0.0,0.0,75,Clouds,broken clouds,266,2016,2,18,2,3
,268.58,0.0,0.0,90,Mist,mist,753,2016,1,15,0,4
,293.8,0.0,0.0,90,Mist,mist,2594,2018,8,3,22,4
,290.79,0.0,0.0,90,Thunderstorm,proximity thunderstorm,3047,2017,8,25,23,4
,297.55,0.0,0.0,90,Thunderstorm,proximity thunderstorm,4267,2018,5,29,18,1
,296.09,0.0,0.0,75,Mist,mist,1722,2017,7,9,22,6
,256.58,0.0,0.0,90,Clouds,overcast clouds,2368,2013,1,14,5,0
,256.02,0.0,0.0,5,Clear,sky is clear,5886,2017,2,9,8,3
,290.62,0.0,0.0,1,Fog,fog,1499,2018,6,24,7,6
,287.12,0.0,0.0,90,Rain,light rain,6244,2013,5,22,17,2
,276.22,0.0,0.0,90,Clouds,overcast clouds,4464,2018,1,21,14,6
Christmas Day,264.4,0.0,0.0,90,Clouds,overcast clouds,803,2012,12,25,0,1
,290.51,0.0,0.0,40,Clouds,scattered clouds,3259,2016,5,15,19,6
,295.25,0.0,0.0,1,Clear,sky is clear,714,2015,7,25,1,5
,274.22,0.0,0.0,90,Drizzle,light intensity drizzle,2500,2018,3,26,20,0
,279.31,0.0,0.0,20,Clouds,few clouds,5475,2013,4,26,13,4
,293.92,0.0,0.0,1,Clear,sky is clear,3413,2015,8,25,19,1
,276.8,0.0,0.0,1,Clear,sky is clear,1447,2018,4,22,0,6
,265.71,0.0,0.0,64,Clouds,broken clouds,6273,2013,11,26,17,1
,266.15,0.0,0.0,75,Clouds,broken clouds,4975,2017,12,21,9,3
,283.29,0.0,0.0,90,Rain,moderate rain,4247,2015,11,17,10,1
,275.15,0.0,0.0,90,Drizzle,drizzle,274,2016,11,30,2,2
,289.23,0.0,0.0,75,Clouds,broken clouds,6017,2017,8,9,7,2
,282.36,0.0,0.0,1,Clear,sky is clear,5803,2018,4,20,14,4
,274.28,0.0,0.0,90,Rain,light rain,4686,2016,11,22,15,1
,278.01,0.0,0.0,1,Clear,sky is clear,4766,2018,3,3,11,5
,297.85,0.0,0.0,92,Clouds,overcast clouds,4450,2013,6,29,16,5
,274.5,0.0,0.0,40,Clouds,scattered clouds,5532,2013,10,22,9,1
,262.28,0.0,0.0,90,Mist,mist,1337,2012,12,30,8,6
,250.08,0.0,0.0,1,Clear,sky is clear,388,2018,1,13,4,5
,297.07,0.0,0.0,1,Clear,sky is clear,5348,2014,8,5,12,1
,275.42,0.0,0.0,90,Mist,mist,4939,2015,12,16,13,2
,295.92,0.0,0.0,40,Clouds,scattered clouds,4556,2013,5,7,18,1
,258.85,0.0,0.0,40,Clouds,scattered clouds,1996,2014,2,21,8,4
,292.58,0.0,0.0,90,Clouds,overcast clouds,4890,2018,6,20,9,2
,294.95,0.0,0.0,1,Clear,sky is clear,1386,2017,7,16,23,6
,269.29,0.0,0.0,1,Clear,sky is clear,690,2014,3,7,0,4
,258.97,0.0,0.0,75,Clouds,broken clouds,689,2013,2,16,5,5
,268.28,0.0,0.0,1,Clear,sky is clear,2952,2018,1,18,5,3
,296.15,0.0,0.0,90,Clouds,overcast clouds,6807,2013,9,18,16,2
,266.15,0.0,0.0,90,Clouds,overcast clouds,901,2017,12,21,4,3
,250.16,0.0,0.0,1,Clear,sky is clear,5149,2018,2,2,8,4
,295.52,0.0,0.0,1,Clear,sky is clear,1065,2017,9,13,23,2
,271.29,0.0,0.0,75,Clouds,broken clouds,5563,2015,11,20,12,4
,279.45,0.0,0.0,90,Clouds,overcast clouds,4907,2013,4,22,13,0
,291.07,0.0,0.0,90,Mist,mist,2208,2017,10,2,20,0
,275.11,0.0,0.0,90,Rain,light rain,3521,2013,5,4,19,5
,261.19,0.0,0.0,64,Clouds,broken clouds,624,2013,11,27,0,2
,271.51,0.0,0.0,90,Clouds,overcast clouds,870,2017,1,26,4,3
,273.57,0.0,0.0,90,Rain,light rain,929,2012,12,16,23,6
,286.75,0.0,0.0,1,Clear,sky is clear,4925,2015,10,1,11,3
,293.2,0.0,0.0,1,Clear,sky is clear,3173,2015,8,27,20,3
,292.63,2.41,0.0,90,Rain,moderate rain,6537,2014,5,27,17,1
,278.26,0.0,0.0,1,Clear,sky is clear,360,2016,5,5,3,3
,276.95,0.0,0.0,90,Drizzle,shower drizzle,6686,2018,4,13,16,4
,271.15,0.0,0.0,40,Clouds,scattered clouds,3864,2018,3,9,19,4
,269.78,0.0,0.0,90,Mist,mist,1983,2012,12,10,21,0
,275.4,0.0,0.0,1,Clear,sky is clear,5859,2015,10,22,6,3
,262.24,0.0,0.0,64,Clouds,broken clouds,259,2013,12,25,5,2
,292.32,4.89,0.0,90,Drizzle,light intensity drizzle,843,2014,6,1,6,6
,282.71,0.0,0.0,90,Clouds,overcast clouds,4958,2017,4,19,12,2
,299.13,0.0,0.0,8,Clear,sky is clear,5982,2016,8,15,16,0
,268.63,0.0,0.0,90,Haze,haze,1296,2013,2,7,23,3
,282.37,0.0,0.0,1,Clear,sky is clear,814,2018,5,11,4,4
,298.88,0.0,0.0,0,Clear,Sky is Clear,4175,2016,8,6,18,5
,282.35,0.6,0.0,90,Mist,mist,2722,2016,4,19,5,1
,291.07,0.0,0.0,20,Mist,mist,5243,2018,8,17,6,4
,295.18,7.97,0.0,90,Thunderstorm,proximity thunderstorm,319,2015,7,6,2,0
,284.15,0.0,0.0,40,Clouds,scattered clouds,345,2018,5,3,3,3
,280.22,0.0,0.0,1,Clear,sky is clear,2076,2013,4,28,8,6
,269.75,0.0,0.0,90,Snow,snow,2856,2018,1,31,20,2
,274.21,0.0,0.0,90,Mist,mist,5446,2013,4,12,13,4
,276.08,0.0,0.0,1,Mist,mist,5225,2016,11,4,6,4
,259.3,0.0,0.0,64,Clouds,broken clouds,4243,2014,1,9,10,3
,295.27,0.0,0.0,1,Clear,sky is clear,1,2015,7,25,8,5
,296.47,0.0,0.0,1,Clear,sky is clear,5710,2016,9,1,17,3
,271.21,0.0,0.0,90,Clouds,overcast clouds,3411,2015,12,26,22,5
,283.14,0.0,0.0,40,Clouds,scattered clouds,1840,2013,9,20,23,4
,287.28,0.0,0.0,75,Clouds,broken clouds,4136,2017,4,7,19,4
,298.48,0.0,0.0,1,Clear,sky is clear,6160,2013,10,10,15,3
,269.8,0.0,0.0,75,Clouds,broken clouds,314,2013,1,8,3,1
,294.58,0.0,0.0,1,Mist,mist,2511,2018,8,11,23,5
,276.37,0.0,0.0,1,Clear,sky is clear,2275,2016,3,27,20,6
,292.61,0.0,0.0,90,Thunderstorm,proximity thunderstorm,4435,2018,6,11,11,0
,272.81,0.0,0.0,90,Clouds,overcast clouds,1060,2017,10,29,7,6
,288.53,0.0,0.0,1,Clear,sky is clear,752,2013,5,16,4,3
,280.58,0.0,0.0,1,Mist,mist,4938,2017,2,21,12,1
,284.01,0.0,0.0,40,Clouds,scattered clouds,4872,2012,10,15,13,0
,287.64,0.0,0.0,0,Clear,Sky is Clear,6651,2013,6,14,7,4
,295.38,0.0,0.0,12,Clouds,few clouds,3097,2014,7,13,20,6
,289.14,0.0,0.0,1,Clear,sky is clear,436,2016,7,3,3,6
,256.29,0.0,0.0,1,Clear,sky is clear,6630,2017,2,9,7,3
,268.64,0.0,0.0,1,Clear,sky is clear,4869,2013,3,26,9,1
,262.15,0.0,0.0,1,Clear,sky is clear,3996,2017,1,14,11,5
,278.58,0.0,0.0,75,Clouds,broken clouds,4670,2017,2,27,13,0
,264.79,0.0,0.0,1,Clear,sky is clear,2214,2017,11,19,8,6
,274.16,0.0,0.0,90,Mist,mist,4750,2013,3,11,9,0
,276.29,0.0,0.0,75,Clouds,broken clouds,5308,2014,2,19,14,2
,292.43,5.36,0.0,90,Rain,heavy intensity rain,2234,2015,8,22,22,5
,297.3,0.0,0.0,1,Clear,sky is clear,3223,2013,5,16,20,3
,292.02,0.0,0.0,75,Clouds,broken clouds,5332,2014,7,15,12,1
,291.55,0.0,0.0,90,Drizzle,light intensity drizzle,5821,2018,7,20,7,4
,285.71,0.0,0.0,1,Clear,sky is clear,5175,2017,5,12,9,4
,269.65,0.0,0.0,75,Snow,light snow,3107,2017,3,3,21,4
,254.09,0.0,0.0,1,Clear,sky is clear,565,2017,1,7,3,5
,275.35,0.0,0.0,90,Clouds,overcast clouds,652,2012,12,14,0,4
,298.1,0.0,0.0,1,Clear,sky is clear,2621,2017,6,10,23,5
,270.94,0.0,0.0,1,Clear,sky is clear,4535,2017,1,29,15,6
,292.11,0.25,0.0,75,Rain,light rain,5349,2018,8,29,14,2
,257.44,0.0,0.0,1,Haze,haze,3018,2018,2,24,8,5
,265.9,0.0,0.0,1,Clear,sky is clear,1059,2017,3,14,23,1
,291.42,0.0,0.0,90,Rain,light rain,2282,2018,7,19,22,3
,286.46,0.0,0.0,40,Rain,light rain,2718,2018,5,12,20,5
,278.35,0.25,0.0,0,Rain,light rain,1312,2013,10,19,0,5
,289.26,3.18,0.0,80,Rain,moderate rain,2966,2016,6,9,5,3
,273.23,0.0,0.0,90,Mist,mist,3240,2013,4,19,20,4
,266.73,0.0,0.05,90,Snow,light snow,363,2015,12,29,1,1
,256.38,0.0,0.0,75,Clouds,broken clouds,234,2014,2,4,2,1
,288.82,0.0,0.0,1,Clear,sky is clear,1923,2016,9,2,23,4
,291.16,1.41,0.0,90,Mist,mist,5933,2016,6,3,16,4
,259.15,0.0,0.0,75,Clouds,broken clouds,4612,2018,2,6,18,1
,272.34,0.0,0.0,1,Clear,sky is clear,3261,2017,3,18,22,5
,274.94,0.0,0.0,90,Rain,moderate rain,1616,2012,12,16,8,6
,281.4,0.0,0.0,90,Mist,mist,3075,2017,4,13,0,3
,285.47,0.0,0.0,0,Clear,Sky is Clear,5597,2016,6,21,6,1
,291.95,0.0,0.0,90,Drizzle,drizzle,2597,2017,9,1,22,4
,283.89,0.0,0.0,1,Clear,sky is clear,5573,2017,9,8,6,4
,292.51,0.0,0.0,1,Clear,sky is clear,5347,2015,8,20,12,3
,280.65,0.0,0.0,1,Clear,sky is clear,5568,2017,2,13,15,0
,297.99,0.0,0.0,40,Clouds,scattered clouds,5864,2015,8,3,17,0
,268.71,0.0,0.0,90,Fog,fog,2542,2013,3,6,5,2
,269.29,0.0,0.0,90,Clouds,overcast clouds,3539,2017,1,28,22,5
,300.11,0.0,0.0,1,Clear,sky is clear,5000,2013,7,2,18,1
,281.3,0.0,0.0,1,Clear,sky is clear,482,2018,5,12,3,5
,298.59,0.0,0.0,92,Rain,moderate rain,5471,2013,7,10,13,2
,262.78,0.0,0.0,1,Clear,sky is clear,2693,2014,3,16,9,6
,264.93,0.0,0.0,1,Mist,mist,6318,2018,2,27,7,1
,292.85,0.0,0.0,75,Clouds,broken clouds,576,2015,9,7,5,0
,290.14,0.0,0.0,75,Rain,light rain,4383,2013,6,2,17,6
,298.5,0.0,0.0,40,Clouds,scattered clouds,4394,2018,5,5,14,5
,296.85,0.0,0.0,75,Clouds,broken clouds,3861,2016,9,7,18,2
,299.85,0.0,0.0,40,Clouds,scattered clouds,2776,2018,6,4,21,0
,256.02,0.0,0.0,1,Clear,sky is clear,4980,2017,1,6,13,4
,271.48,0.0,0.0,90,Clouds,overcast clouds,5619,2014,3,18,8,1
,257.04,0.0,0.0,0,Clear,sky is clear,495,2014,2,1,2,5
,270.71,0.0,0.0,90,Mist,mist,3983,2017,1,30,11,0
,286.72,0.0,0.0,1,Clear,sky is clear,652,2017,5,13,5,5
,266.01,0.0,0.0,40,Snow,light snow,5888,2018,2,20,17,1
,293.39,0.0,0.0,40,Mist,mist,6477,2015,9,2,7,2
,291.11,0.0,0.0,36,Clouds,scattered clouds,1921,2016,6,12,8,6
,280.5,0.0,0.0,1,Clear,sky is clear,5568,2013,5,24,8,4
,260.09,0.0,0.0,1,Clear,sky is clear,1445,2014,2,23,22,6
,290.86,1.33,0.0,90,Rain,moderate rain,5468,2015,8,18,15,1
,270.22,0.0,0.0,1,Clear,sky is clear,4173,2013,3,3,13,6
,285.91,0.7,0.0,90,Mist,mist,3243,2016,5,11,19,2
,297.0,0.0,0.0,1,Clear,sky is clear,2938,2018,8,4,21,5
,272.68,0.0,0.0,90,Clouds,overcast clouds,432,2017,3,18,4,5
,292.46,0.0,0.0,24,Clouds,few clouds,3565,2013,6,9,11,6
,285.65,0.0,0.0,1,Clear,sky is clear,558,2016,9,14,0,2
,285.86,0.0,0.0,90,Drizzle,drizzle,292,2015,11,18,2,2
,301.67,0.0,0.0,0,Clear,Sky is Clear,6223,2013,7,12,15,4
,293.56,0.0,0.0,75,Clouds,broken clouds,4497,2017,4,9,14,6
,278.57,0.0,0.0,90,Drizzle,light intensity drizzle,5678,2012,11,7,15,2
,282.29,0.0,0.0,75,Rain,light rain,4779,2017,2,22,13,2
,275.31,0.0,0.0,90,Snow,heavy snow,1306,2013,4,11,23,3
,293.48,0.0,0.0,90,Clouds,overcast clouds,4346,2017,6,11,14,6
,290.95,0.0,0.0,75,Clouds,broken clouds,3096,2017,8,5,22,5
,291.88,0.0,0.0,90,Clouds,overcast clouds,4970,2015,8,29,12,5
,279.29,0.0,0.0,1,Clear,sky is clear,2802,2017,11,24,21,4
,273.28,0.0,0.17,90,Rain,light rain,359,2016,1,8,1,4
,294.42,0.0,0.0,1,Clear,sky is clear,744,2017,7,22,2,5
,275.17,0.0,0.0,90,Mist,mist,3884,2012,12,16,15,6
,282.36,0.0,0.0,20,Clouds,few clouds,4651,2017,10,16,11,0
,291.097,0.0,0.0,92,Rain,light rain,2665,2016,10,5,5,2
,290.36,0.0,0.0,0,Clear,Sky is Clear,1591,2016,8,14,8,6
,298.62,0.0,0.0,56,Rain,light rain,4835,2016,8,4,13,3
,300.55,0.0,0.0,75,Clouds,broken clouds,4830,2018,9,14,13,4
,290.225,0.0,0.0,0,Clear,Sky is Clear,5097,2015,6,24,8,2
,292.53,0.0,0.0,1,Clear,sky is clear,6052,2017,8,1,8,1
,283.808,0.0,0.0,0,Clear,Sky is Clear,5000,2017,2,17,18,4
,276.8,0.0,0.0,0,Clear,sky is clear,5326,2012,11,16,12,4
,278.84,0.0,0.0,90,Mist,mist,2078,2012,11,6,21,1
,270.92,0.0,0.0,58,Clouds,broken clouds,3795,2013,1,20,14,6
,296.37,0.0,0.0,40,Clouds,scattered clouds,3541,2018,5,4,20,4
,290.22,0.0,0.0,1,Fog,fog,355,2018,7,23,3,0
,270.22,0.0,0.0,40,Snow,light snow,2692,2017,3,8,5,2
,267.63,0.0,0.0,1,Haze,haze,5814,2016,2,3,16,2
,260.75,0.0,0.0,20,Clouds,few clouds,5833,2018,2,9,17,4
,268.22,0.0,0.0,1,Clear,sky is clear,761,2018,3,18,6,6
,279.66,0.0,0.0,1,Mist,mist,1169,2017,2,21,23,1
,274.78,0.0,0.0,90,Clouds,overcast clouds,4662,2013,1,17,11,3
,259.21,0.0,0.0,90,Snow,snow,337,2018,2,7,3,2
,264.01,0.0,0.0,1,Clear,sky is clear,1908,2014,2,17,21,0
,284.22,0.0,0.0,75,Clouds,broken clouds,885,2017,9,9,5,5
,263.52,0.0,0.0,90,Clouds,overcast clouds,3892,2014,2,15,12,5
,267.68,0.0,0.0,90,Mist,mist,4814,2012,12,17,12,0
,285.86,0.0,0.0,90,Rain,moderate rain,5971,2017,4,25,17,1
,288.8,0.0,0.0,90,Rain,heavy intensity rain,4490,2013,9,14,17,5
,295.58,0.0,0.0,1,Rain,moderate rain,373,2018,7,13,3,4
,289.71,0.0,0.0,20,Mist,mist,4012,2012,11,11,15,6
,282.73,0.0,0.0,0,Clear,Sky is Clear,359,2016,9,29,1,3
,296.29,0.0,0.0,1,Clear,sky is clear,4432,2017,9,9,16,5
,295.8,0.0,0.0,0,Clear,Sky is Clear,1164,2013,6,29,0,5
,281.54,0.0,0.0,0,Clear,Sky is Clear,4187,2016,10,19,10,2
,273.22,0.0,0.0,40,Mist,mist,6970,2016,4,6,7,2
,273.21,0.0,0.0,1,Clear,sky is clear,4354,2017,3,18,21,5
,273.21,0.0,0.0,90,Snow,light rain and snow,927,2017,1,30,23,0
,284.23,0.0,0.0,40,Clouds,scattered clouds,4259,2012,10,8,18,0
,273.69,0.0,0.0,90,Snow,light snow,388,2017,3,8,1,2
,287.29,0.0,0.0,90,Mist,mist,1908,2017,4,15,7,5
,289.15,0.0,0.0,1,Mist,mist,2229,2018,8,18,7,5
,292.06,0.0,0.0,40,Clouds,scattered clouds,4408,2016,9,17,13,5
,271.58,0.0,0.0,40,Mist,mist,4033,2018,1,20,10,5
,297.22,0.0,0.0,40,Clouds,scattered clouds,5657,2017,5,26,15,4
,261.39,0.0,0.0,1,Clear,sky is clear,6493,2013,1,15,16,1
,260.0,0.0,0.0,5,Clear,sky is clear,4778,2018,4,4,8,2
,293.675,0.0,0.0,92,Clouds,overcast clouds,4200,2016,7,18,9,0
,292.86,0.0,0.0,90,Drizzle,drizzle,2903,2015,7,16,20,3
,288.55,0.0,0.0,1,Clear,sky is clear,4549,2016,11,4,12,4
,269.89,0.0,0.0,92,Fog,fog,1822,2018,4,14,14,5
,295.95,0.0,0.0,75,Clouds,broken clouds,2902,2017,9,10,20,6
,280.29,0.0,0.0,90,Clouds,overcast clouds,3308,2018,4,11,19,2
,253.51,0.0,0.0,1,Clear,sky is clear,991,2018,1,3,23,2
,274.08,0.0,0.0,90,Mist,mist,5619,2017,1,23,8,0
,271.0,0.0,0.0,1,Clear,sky is clear,4687,2015,12,4,10,4
,294.39,0.0,0.0,75,Rain,light rain,508,2016,7,10,3,6
,285.84,3.13,0.0,90,Thunderstorm,proximity thunderstorm with rain,892,2015,10,8,4,3
,285.29,0.0,0.0,90,Mist,mist,6303,2016,4,21,8,3
,288.36,0.0,0.0,90,Mist,mist,4982,2012,10,24,12,2
,296.05,0.0,0.0,1,Clear,sky is clear,2269,2014,7,4,21,4
,272.65,0.0,0.0,90,Mist,mist,3930,2015,11,30,10,0
,293.66,0.0,0.0,40,Mist,mist,602,2015,9,3,0,3
,288.61,0.0,0.0,75,Clouds,broken clouds,4639,2012,10,22,12,0
,273.77,0.0,0.0,90,Mist,mist,2334,2016,12,4,9,6
,266.02,2.03,0.0,90,Rain,moderate rain,2868,2014,1,30,8,3
,271.15,0.0,0.0,90,Snow,light snow,5526,2017,12,8,17,4
,276.15,0.0,0.0,90,Clouds,overcast clouds,5385,2017,3,23,9,3
,288.33,0.0,0.0,1,Clear,sky is clear,3349,2014,5,18,9,6
,291.0,0.0,0.0,20,Haze,haze,6198,2015,11,2,17,0
,278.72,0.0,0.0,90,Clouds,overcast clouds,278,2014,4,13,4,6
,269.29,0.0,0.0,90,Mist,mist,356,2016,2,3,0,2
,273.45,0.0,0.0,90,Clouds,overcast clouds,2859,2014,3,28,20,4
,272.08,0.0,0.0,1,Clear,sky is clear,5208,2017,11,20,6,0
,274.65,0.0,0.0,90,Mist,mist,1488,2017,1,22,7,6
,291.15,0.0,0.0,90,Rain,light rain,4872,2018,6,26,9,1
,263.15,0.0,0.0,40,Clouds,scattered clouds,3429,2014,2,21,15,4
,276.37,0.0,0.0,90,Mist,mist,6094,2017,2,22,7,2
